Weight,Name
3,dpla/heidrun
6,lxde/pcmanfm-qt
2,jakubpawlowicz/clean-css
3,jmm/remapify
1,mustache/spec
1,jgm/CommonMark
5,snarfed/bridgy
2,geoserver/geoserver
1,square/javapoet
19,FAForever/client
7,cocos2d/cocos2d-x
1,tmuxinator/tmuxinator
1,etianen/django-reversion
2,gollum/gollum
2,collectiveidea/delayed_job
3,metafizzy/isotope
1,bio4j/bio4j-titan
3,hacken-in/website
4,btcsuite/btcwallet
4,BroadleafCommerce/BroadleafCommerce
6,bpmn-io/bpmn-js
2,artefactual/archivematica
2,alphagov/static
2,bonaime/seedlink_plotter
2,dmwm/WMCore
3,Slicer/Slicer
1,floooh/oryol
2,Stanford-Online/edx-ora2
2,mathjax/MathJax-website
10,genome/civic-client
8,TeamMentor/TM_4_0_Design
1,OADA/oada-ref-auth-js
1,spotify/snakebite
1,firebase/emberfire
7,gwpy/gwsumm
4,wet-boew/GCWeb
4,sharelatex/sharelatex
3,irods/irods
15,hypothesis/h
5,h5bp/html5-boilerplate
4,stephenmcd/mezzanine
1,meanjs/mean
3,netty/netty
5,OpenTreeOfLife/opentree
2,h5bp/html5please
2,adunkman/connect-assets
1,mathiasbynens/regexpu
2,chop-dbhi/serrano
1,enthought/traitsui
1,synapsestudios/lively
1,genome/ptero-workflow
17,pixijs/pixi.js
1,CovertJaguar/Railcraft
2,CDS-VRN/CDS-BIJ12
2,apache/incubator-zeppelin
4,uwescience/myria-web
3,patacrep/patanet
25,ceylon/ceylon-compiler
1,berkshelf/berkshelf
1,simpligility/android-maven-plugin
4,middleman/middleman
4,sqlcipher/android-database-sqlcipher
3,cocaine/cocaine-plugins
2,confluentinc/kafka-rest
5,shoes/shoes4
2,gshutler/useragent
1,robotology/poeticon
1,troopjs/troopjs-hub
3,Esri/environmental-impact
4,junegunn/fzf
2,timelyportfolio/parcoords
5,arduino/Arduino
1,jakemmarsh/angularjs-gulp-browserify-boilerplate
5,hrydgard/ppsspp
5,mix-it/linkit
9,tastejs/todomvc
1,rovo89/XposedInstaller
4,w3c/echidna
1,socketio/socket.io
3,ceph/ceph
1,brianchiu/liferay-portal
1,wildfly/wildfly-core
2,sourcegraph/srclib
7,susynt/SusyCommon
1,smfoote/dust-demo
11,slipstream/SlipStreamServer
2,censusreporter/census-api
16,SatelliteQE/robottelo
4,adsabs/bumblebee
2,servicosgovbr/editor-de-servicos
1,web2py/web2py
1,wikimedia/servisor
6,khaledhosny/ots
2,webdetails/cdf
2,swcarpentry/training-course
1,badges/shields
1,apache/cordova-lib
2,forumone/web-starter
4,ozone-development/ozp-center
1,infinitered/redpotion
2,rhinstaller/anaconda
3,hakimel/reveal.js
1,saasquatch/time-credit-theme
2,Diorite/Diorite-Core
3,owncloud/android
3,sparklemotion/nokogiri
4,hpcugent/easybuild-framework
7,js-cookie/js-cookie
4,feross/friends
1,jasonrclark/get_your_shoes_back_on
1,mrsib/SE_Nav
1,PolymerElements/paper-dialog-scrollable
11,confluentinc/ducttape
4,zopefoundation/persistent
2,heroku/heroku
3,hack-club/hackclub
3,droolsjbpm/drools
4,jake-phy/WindowIconList
1,opf/openproject
3,MrKepzie/Natron
13,crosswalk-project/crosswalk
6,18F/openFEC-web-app
1,wibblymat/shed
3,mumuki/mumuki-atheneum
1,cburschka/cadence
5,genesis/wordpress
3,PecanProject/bety
2,mizzy/specinfra
2,dotnet/llilc
1,wurmlab/genevalidatorapp
9,wavefarm/admin
2,developmentseed/landsat-util
2,huboard/huboard-web
1,sequelize/sequelize
3,weaveworks/scope
4,la-team/light-admin
1,e-mission/e-mission-phone
4,CenterForOpenScience/osf.io
4,papyros/quantum-shell
1,airbnb/airpal
5,refile/refile
1,openhatch/oh-mainline
3,MongoEngine/mongoengine
2,TryGhost/Ghost
11,BD2KGenomics/cgcloud-core
1,tabulapdf/tabula-extractor
1,marcharper/Axelrod
4,mkdocs/mkdocs
2,sourcegraph/appdash
1,AmpersandJS/ampersand-sync
3,sadovnychyi/autocomplete-python
15,cyclejs/cycle-core
1,google/truth
2,squizlabs/HTML_CodeSniffer
1,unclebob/fitnesse
1,nfarina/homebridge
2,pentaho/pentaho-kettle
1,lukesampson/scoop-extras
2,antlr/antlr4
3,ipfs/infrastructure
3,aquynh/capstone
2,d3/d3-scale
7,ckan/ckan
1,etalab/udata-gouvfr
4,rackerlabs/nexus-control
55,Crowducate/crowducate-next
1,geelen/jspm-server
6,openworm/ChannelWorm
5,AtlasOfLivingAustralia/biocache-service
2,simphony/simphony-numerrin
