Id,Weight,Name,Language
481872,8,mitchellh/vagrant,Ruby
2163263,7,hapijs/hapi,JavaScript
1372780,2,Pylons/deform,JavaScript
27,4,rubinius/rubinius,Ruby
8665467,1,nick-thompson/couchdb-harness,JavaScript
16174770,1,bpmn-io/diagram-js,JavaScript
4110016,2,dominictarr/crypto-browserify,JavaScript
15355019,1,contra/vinyl-fs,JavaScript
25837286,2,Chisel-2/Chisel-2,Java
447036,14,mopidy/mopidy,Python
4164482,1,django/django,Python
12584841,1,jcabi/jcabi-manifests,Java
18825519,5,meteor-velocity/velocity,JavaScript
22527813,2,freedomjs/freedom-pgp-e2e,JavaScript
25661063,1,cibernox/git-repo-version,JavaScript
3623050,9,caskroom/homebrew-cask,Ruby
25274085,1,calvinmetcalf/browserify-aes,JavaScript
1380117,9,getlantern/lantern-java,Go
3342055,2,nodejs/node-gyp,Python
12380069,11,nlbdev/nordic-epub3-dtbook-migrator,HTML
21129265,5,Qabel/qabel.github.io,JavaScript
27903690,1,flynn/go-tuf,Go
9252533,2,numenta/nupic,Python
6115789,2,SciTools/scitools.org.uk,JavaScript
8715146,8,strongloop/strongloop,JavaScript
7639232,4,angular/protractor,JavaScript
23924195,4,Lasagne/Lasagne,Python
22155032,3,Coursemology/coursemology2,Ruby
10995659,2,tmatilai/vagrant-proxyconf,Ruby
597879,14,Automattic/mongoose,JavaScript
5400018,1,Level/levelup,JavaScript
10154685,1,Level/level,JavaScript
12164369,1,artefactual/archivematica-storage-service,Python
11545371,3,OpenMods/OpenBlocks,Java
22442668,27,openshift/origin,Go
24500594,3,coneoproject/COFFEE,Python
4580780,4,npm/npm-registry-client,JavaScript
9996255,81,balderdashy/waterline,JavaScript
21679569,2,scikit-beam/scikit-beam,Python
27382506,1,k0kubun/pp,Go
17301522,1,joeybaker/remapify,JavaScript
17780645,1,travis-ci/travis-yaml,Ruby
16366081,7,numenta/nupic.core,C++
3214406,7,meteor/meteor,JavaScript
27776551,10,18F/hub,JavaScript
5694513,2,aws/aws-sdk-js,JavaScript
20882845,4,OCA/purchase-workflow,Python
2649031,3,emberjs/website,HTML
22965155,1,getlantern/peerscanner,Go
6660536,26,UV-CDAT/uvcdat,Python
1599151,2,alphagov/static,JavaScript
2011783,6,ilastik/lazyflow,Python
10064545,118,systemjs/systemjs,JavaScript
4128353,25,sass/node-sass,JavaScript
8884539,2,bonaime/seedlink_plotter,Python
4106792,12,Homebrew/homebrew-science,Ruby
9992330,6,couchbase/couchbase-lite-android,Java
24718080,24,NSLS-II/dataportal,Python
781028,1,node-inspector/node-inspector,JavaScript
7764559,2,facebook/esprima,JavaScript
7910045,1,badges/shields,JavaScript
13815417,1,GeertJohan/go.rice,Go
23198783,1,MapQuest/avecado,C++
5741125,1,learningequality/ka-lite,Python
4435792,1,ros-infrastructure/bloom,Python
28107304,3,crypto-browserify/publicEncrypt,JavaScript
26119962,2,yuya-takeyama/db2yaml,Go
958314,1,remy/nodemon,JavaScript
3149845,11,ros/rosdistro,Python
21413198,3,facebook/immutable-js,JavaScript
7136348,4,laurentj/slimerjs,JavaScript
19939216,12,hbz/lobid,Java
28710753,4,sphinx-doc/sphinx,Python
19745004,20,odoo/odoo,Python
17303641,3,chef/chef-dk,Ruby
8780590,4,mozilla/webmaker.org,HTML
13347640,8,rspec/rspec-support,Ruby
7467217,3,Level/node-leveldown,C++
16563587,5,cockroachdb/cockroach,Go
858127,4,pydata/pandas,Python
14299077,1,bio4j/bio4j-titan,Java
19606628,4,ivogabe/gulp-typescript,JavaScript
13345709,1,the-grid/the-graph,JavaScript
2370458,2,dmwm/WMCore,Python
5830987,1,hapijs/joi,JavaScript
1501888,1,GlowstoneMC/Glowstone,Java
21386310,2,UnifiedViews/Plugin-DevEnv,Java
22584039,1,z0mt3c/hapi-swaggered-ui,JavaScript
3171862,1,QIICR/Reporting,C++
13744591,1,sgabe/metasploit-framework,Ruby
24198103,1,chef/chef-provisioning-aws,Ruby
19272315,6,samtools/htsjdk,Java
143580,2,divio/django-cms,Python
14448779,5,astropy/astropy-helpers,Python
2968000,5,snarfed/bridgy,Python
19692503,9,strongloop/generator-loopback,JavaScript
15188780,1,floooh/oryol,C++
23774298,7,SpongePowered/SpongeForge,Java
24898177,3,hashicorp/consul-template,Go
25652980,30,swcarpentry/workshop-template,Python
15145867,1,blaze/datashape,Python
22652644,2,Stanford-Online/edx-ora2,Python
15452919,15,ethereum/go-ethereum,Go
3166814,2,puppetlabs/puppet_for_the_win,Ruby
29249482,2,mathjax/MathJax-website,HTML
261943,4,middleman/middleman,Ruby
22660201,1,genome/civic-server,Ruby
24951510,5,strongloop/strong-mesh-models,JavaScript
3988342,1,opdenkamp/xbmc-pvr-addons,C++
7362671,1,rails/spring,Ruby
167174,6,jquery/jquery,JavaScript
30183842,5,HSLdevcom/OpenTripPlanner,Java
16180517,4,autotest/tp-libvirt,Python
21831425,1,couchbaselabs/couchbase-lite-local,Ruby
27562508,6,swcarpentry/git-novice,HTML
3449583,4,theforeman/puppet-foreman,Ruby
2917192,3,Connexions/rhaptos.cnxmlutils,HTML
14747279,2,mizzy/specinfra,Ruby
238983,24,rspec/rspec-mocks,Ruby
2750721,7,ckan/ckan,Python
3955647,2,lodash/lodash,JavaScript
1301745,1,enthought/traits,Python
26996090,2,sourcegraph/appdash,Go
2536587,2,Automattic/juice,JavaScript
30093172,1,OADA/oada-compliance,JavaScript
5497,2,sstephenson/sprockets,Ruby
25959820,1,syncany/syncany-plugin-dropbox,Java
29421384,1,andreypopp/typescript-loader,JavaScript
4291387,1,Netflix/archaius,Java
3215654,1,owtf/owtf,HTML
7653178,1,projecthydra/sufia,Ruby
7833168,4,elastic/kibana,JavaScript
12706290,4,uwescience/myria-web,Python
26655380,1,douglasduteil/isparta,JavaScript
6267158,1,Strider-CD/strider,JavaScript
9908723,1,spotify/snakebite,Python
16652218,4,sharelatex/sharelatex,HTML
9244177,3,apiaryio/protagonist,C++
15221515,1,inspirehep/inspire-next,Python
19483273,3,GoogleCloudPlatform/gcloud-node,JavaScript
12445598,1,firebase/emberfire,JavaScript
2228226,2,openmicroscopy/openmicroscopy,Java
5548784,2,caolan/highland,JavaScript
4330620,2,chaijs/chai-docs,JavaScript
26650305,6,cfpb/hmda-pilot,JavaScript
14757903,7,gwpy/gwsumm,Python
14536054,6,sul-dlss/spotlight,Ruby
1105519,2,naparuba/shinken,Python
6093316,6,DefinitelyTyped/DefinitelyTyped,TypeScript
31090585,3,nodejs/evangelism,JavaScript
14051004,3,IQSS/dataverse,Java
10664,4,cucumber/cucumber-ruby,Ruby
18194030,3,strongloop/loopback-example-offline-sync,JavaScript
12646044,4,wet-boew/GCWeb,HTML
25592861,10,swcarpentry/shell-novice,HTML
19257170,7,strongloop/strong-arc,JavaScript
5811958,2,artefactual/archivematica,Python
20882412,2,OCA/sale-workflow,Python
9521528,1,mozilla/ichnaea,Python
9214768,8,Homebrew/linuxbrew,Ruby
17931173,1,AmpersandJS/ampersandjs.com,HTML
16999953,1,freedomjs/freedom-for-chrome,JavaScript
22361331,3,mozilla/webmaker-android,Java
6209952,5,biocore/qiime,Python
16106422,2,jirikuncar/invenio,Python
10073359,1,Homebrew/homebrew-nginx,Ruby
5832751,2,mk-fg/python-onedrive,Python
2508083,3,travis-ci/travis-build,Ruby
15974409,1,travis-ci/docs-travis-ci-com,HTML
9524363,3,paylogic/pip-accel,Python
9384267,13,atom/electron,C++
535266,1,vcr/vcr,Ruby
22577138,1,Graylog2/graylog-plugin-archetype,Java
15712730,1,rogeriopvl/gulp-ejs,JavaScript
17224370,1,DICE-UNC/jargon,Java
25567730,1,OADA/oada-ref-auth-js,JavaScript
6054707,1,boxen/puppet-boxen,Ruby
29891188,11,feross/standard,JavaScript
23115931,1,googlegenomics/gatk-tools-java,Java
907410,2,jquery/jquery-mobile,JavaScript
