Source,Target,Weight
28834044,417389,1
11167738,931039,1
17950592,17930752,2
8962829,3620194,1
17089728,14712850,3
9528819,1380117,1
22187098,7764559,1
1254497,2935735,3
695611,12710059,1
24669372,2932773,4
1217614,3988342,3
4007018,258750,1
20004472,11921752,1
658518,1385122,2
5282596,5312648,2
21388550,20897575,1
21388550,20882845,1
5216282,890377,3
10270250,11667865,1
5532320,7804910,25
2935735,12127251,2
15045751,7691631,13
23487443,203666,1
27193779,27196756,6
1283503,19294390,1
46939,167174,1
585285,8792127,2
16688238,21386310,4
18219900,2293158,5
2293158,13744591,3
24560307,10270250,2
4262493,2011783,9
52287,13080550,2
18453077,4039952,1
128476,606956,2
20260834,20260602,1
20260602,20260834,1
16630147,12310030,1
26509369,29600667,9
380961,1211978,2
9615328,8569918,1
12892263,13345709,1
10642675,10350614,1
1284185,7394347,2
11667865,10270250,3
19614228,11167738,1
18065797,5710341,1
14562056,13220460,1
8514,28748876,1
24894912,1090311,1
7477865,5151909,4
7691631,16607898,3
11116372,597879,1
10822741,3594497,1
14474326,65252,1
2055965,167174,2
22700458,14712850,4
2165383,2081289,1
7673810,6907993,1
447184,238972,9
24835467,931039,3
203666,16219318,6
24835467,24560307,3
890377,81384,4
206084,11180687,1
16219318,203666,1
80571,8514,2
13575283,455600,1
1312351,14299077,1
11396385,25652980,3
714074,7467217,1
10399273,4723248,2
11581452,258750,1
20558462,19745004,3
14089735,27866077,1
24560307,22187098,1
3781859,943149,2
5017825,478996,2
13653550,4007018,1
25136308,1200050,1
7691631,28366058,22
19360616,9787757,1
843222,890377,1
12225546,8665467,1
14238949,9831101,1
9831101,14238949,1
5710848,21338881,1
2300694,507,1
13753636,6296790,1
560495,27620277,1
23403252,65252,1
28257573,12446895,1
12136863,11931032,4
1385122,890377,1
14089735,2476855,1
22321368,1857825,2
9325315,10045175,3
28061676,11061773,8
8629417,9403933,1
4255988,3631697,2
1252,614070,1
28062827,11167738,4
27193779,321278,7
1372780,1020639,1
2948949,3983388,2
8665467,12225546,1
16174770,17592572,1
4110016,25274085,1
25837286,3301400,1
4164482,1431547,1
18825519,3214406,4
22527813,16152925,1
611921,8514,3
25661063,14089735,1
3623050,14159669,7
25274085,4110016,1
3342055,11545928,1
21129265,22873447,4
27903690,23096959,1
16665655,4128353,5
24560307,9060347,3
6115789,5312648,1
79352,1009207,1
10995659,481872,1
481872,7691631,1
1460385,1446467,1
10154685,5400018,1
7691631,11589713,1
12164369,5811958,1
11545371,7212432,1
22442668,20580498,18
6182775,596892,1
24500594,4648505,2
17327535,65252,1
9996255,7586424,8
21679569,23876490,2
212862,8514,1
27382506,23096959,1
17301522,28669836,1
17780645,2508083,1
2055965,3455070,5
16366081,9252533,7
8514,1145832,2
5694513,14812631,2
20882845,19745004,2
2649031,26096505,1
22965155,1380117,1
10707658,26553597,1
6660536,13934856,8
1599151,2331534,2
2011783,4262493,6
10064545,3678731,1
4128353,3319769,9
8884539,5731348,2
4106792,206084,7
9992330,12310030,4
7764559,10697582,1
13815417,23096959,1
23198783,9403933,1
5741125,14712850,1
4435792,3149845,1
27193779,5187096,1
26119962,26399616,2
958314,7691631,1
21413198,15062869,1
8514,392785,1
19939216,6543378,8
22369178,13078968,1
17303641,7887296,1
13347640,238983,5
16563587,11225014,3
2935735,3100121,1
2935735,9384267,1
14299077,1312351,1
19606628,20929025,4
2370458,4423776,2
104937,8514,1
5830987,24560307,1
21386310,16688238,2
22584039,2055965,1
3171862,2006302,1
5710848,19006435,1
24198103,14430294,1
25042195,6093316,1
1090311,26094060,2
14448779,2081289,3
19692503,9325315,4
19692503,9530789,3
15188780,27764892,1
24898177,14125254,3
15145867,6404963,1
714074,12225546,1
22652644,28199205,2
3166814,910744,1
29249482,847885,2
22660201,22993377,1
24951510,20460946,4
3988342,1217614,1
30183842,2067253,3
18533350,16152925,2
21831425,9992330,1
27562508,25592861,1
22507007,2536587,2
238983,13347640,9
3955647,349241,2
20929025,6093316,2
30093172,25567730,1
5497,1784628,1
25959820,13392416,1
29421384,3678731,1
4291387,6766558,1
3215654,2293158,1
7653178,3867127,1
658518,6235174,1
26655380,24560307,1
6267158,5710341,1
11396385,25592861,2
9908723,5888353,1
15221515,2665618,1
11545371,4039952,1
12445598,7876204,1
2228226,2510503,1
24946152,6884828,1
4330620,2931111,2
6660536,24865368,7
6660536,5346495,2
14757903,9979119,6
20580498,12574344,6
203666,23487443,1
6093316,20929025,5
31090585,27196756,2
19692503,5151909,1
206084,1446467,2
18194030,20100867,2
12646044,4297273,3
19257170,9530789,2
19257170,19692503,1
5811958,12164369,1
20882412,21388550,1
16652218,16764080,1
10270250,24560307,2
1090311,25312483,1
9214768,206084,6
17931173,17815037,1
28366058,20666775,1
5832751,2835111,2
2508083,15974409,1
15974409,2508083,1
9524363,11939484,2
9524363,1460385,1
20460946,24951510,4
28107304,8962829,2
5532320,25003905,3
535266,417389,1
22577138,671825,1
15712730,28671602,1
17224370,14724975,1
11167738,15355019,1
6054707,3623050,1
29891188,11061773,10
2649031,14089735,1
16106422,2665618,1
23115931,19272315,1
28671602,26820697,1
1857825,22321368,1
907410,478996,1
11061773,31404632,5
3910945,1219074,1
17152449,14089735,1
11682335,486550,2
30468314,27196756,2
692528,854078,1
19872456,10270250,3
24774658,6670942,2
12574344,20580498,1
527644,11264371,1
15090814,108278,6
30027163,5710341,1
952189,349241,4
27148891,30430269,2
13941428,3427405,1
8393,8514,1
8135462,2665618,3
24560307,11888510,1
447184,363387,2
9325315,10126908,8
18533350,18026324,1
4066227,931135,1
2222347,611921,2
27433386,25538333,1
28627094,20580498,2
15508537,17084864,1
24718080,20021829,5
5346495,24865368,1
5346495,6660536,2
238972,238986,9
11888510,10270250,3
10126908,9325315,11
910744,910757,1
1446467,1362490,1
24865368,6660536,9
25003905,5532320,2
20897575,20882845,4
1064563,11851236,1
5474834,5806776,1
9060347,24560307,1
4010478,3678731,1
21950910,6506651,1
24560307,599695,1
4128353,11545928,1
3638964,24474138,1
12256376,14562056,61
18533350,16999953,2
734934,26820697,1
238986,238972,3
16384837,6543378,2
31404632,11061773,7
25882864,658518,1
26885919,26650305,6
4821436,2935735,2
23403252,27776551,5
17324120,27776551,3
21397581,10270250,1
321278,3342055,3
238972,910744,1
363387,238972,2
13726895,3319769,1
7083242,23096959,2
1606654,3786218,1
12765913,1200050,1
5254650,1090311,3
4912314,3638964,1
24850617,943149,1
22641745,15480067,6
10697582,321278,1
22387458,2055965,2
27494663,10826219,2
10435644,10707658,1
4973784,3308958,24
2932773,1020639,3
24774804,931135,1
12468921,8276387,1
1965901,3342055,1
8201256,206084,2
11369603,17912002,1
28726977,481872,1
28305425,28394156,1
21243212,11061773,1
8100172,6578551,4
27620277,2833537,3
2833537,5932749,1
19097645,17374628,1
108278,4210958,1
26702968,1784628,1
20962139,15355019,1
2293158,18219900,1
43371,27,1
20666775,28366058,1
4222911,20580498,2
238983,238986,1
6766558,7508411,1
71019,588600,1
19745004,20558462,2
27561243,30430269,3
14812631,3342055,2
2023124,3238243,1
3238243,2023124,1
238972,27,1
1739767,206084,1
1424470,4268140,1
17821820,1200050,1
758079,9403933,1
901277,4106792,1
18849374,14089735,1
4637221,19548750,3
1801829,3016562,2
9954101,14982460,1
7411076,1272666,1
4348524,167174,1
16354995,308770,1
25324340,2996011,1
19868180,18818187,2
24669372,4723248,1
6255503,931135,1
20962139,24560307,1
22252531,4555644,1
8780590,22361331,1
15670215,143580,1
23627382,22148545,1
3288595,3308958,6
10270250,11888510,1
1380117,27652771,4
2752522,2751199,1
29600667,26509369,7
17558946,321278,2
26077653,10270250,1
24669372,1020639,5
22002175,9787757,1
29939198,27776551,2
27105154,24560307,1
27105154,4128353,2
4137249,9090937,2
4090287,3678731,1
2916197,507775,1
904810,8514,1
9530789,19257170,1
15191676,7083242,1
6543378,19939216,2
15168264,1460385,2
4128353,321278,2
13131245,6209952,2
3631697,7691631,1
11589713,23096959,1
22993377,22660201,9
3193719,4164482,1
30433396,21399598,1
11002815,858127,1
26661814,1090311,2
12983151,507775,1
2297550,4079740,2
24917465,8569918,1
11061773,15426083,1
2935735,1254497,9
11667865,7362671,1
25476601,1090311,2
19360616,7691631,10
1093228,17049596,1
5474834,2729788,2
10435644,16297763,1
11796974,478996,2
23519392,206084,1
1914329,23096959,1
27562508,25652980,1
16180517,5952670,3
23291630,14087781,1
14087781,23291630,1
1446467,993110,1
17197934,2945088,1
1801329,238972,1
1032,15045751,1
238972,238983,5
17930752,17950592,1
14663768,714074,1
3351871,206084,1
13695735,10126908,1
11419775,11949423,1
26553597,10707658,1
6052682,206084,1
5433677,3319769,1
2410676,5801666,1
1195004,7639232,1
10126908,10975056,1
2410676,1446467,1
2410676,1362490,8
7480345,23148176,1
4090287,16029103,1
9998516,20580498,1
26077653,15062869,1
27652771,1380117,2
1599397,2338279,1
4025121,13049233,1
238972,447184,2
8966356,17728164,1
1632980,1301745,1
14003349,1200050,1
9511641,2067253,1
17671906,17912002,1
17671906,16184890,1
16184890,17912002,1
11931032,12136863,2
20110347,16843183,1
2476855,14089735,1
20725617,18342541,1
238983,238972,11
13667312,12912885,1
206084,8201256,1
27196756,31090585,1
3579088,596892,1
19257170,29491240,1
27196756,30486405,1
9996255,10067157,31
308770,8514,1
1402936,3342055,1
4331833,12244838,2
24117219,1385122,1
24117219,658518,1
16262387,14982460,1
27227932,23627382,1
4056288,17303641,1
23797315,3319769,1
20921872,19745004,1
13384052,4648505,2
28096281,13346571,2
20653934,7691631,2
20728874,25592861,1
29105003,27776551,1
979480,2114213,1
22876353,15045751,1
7741856,9393759,2
3149845,4435792,6
22442668,29500061,1
10932604,168370,2
16860049,7177096,1
238986,238983,7
28199205,22652644,1
3449635,3449583,1
6578551,8100172,2
12414082,14105478,3
27196756,30468314,1
20789757,8514,2
21950873,21950910,1
11061773,2833537,2
11061773,27620277,3
28769620,13512328,1
1090311,5254650,2
21413198,24560307,1
16297763,10707658,2
893522,11545928,1
12446895,3016562,1
167174,45547,3
3214406,23021810,1
27427758,27427417,2
26825462,28305425,1
25606869,4723248,1
26077653,26800584,2
321278,19872239,2
2081290,2081289,2
8927771,9060347,1
1362490,15515181,1
10391073,26437605,1
22119747,7691631,1
24560307,24835467,1
28710753,1385122,1
2136524,658518,1
8962829,757363,6
11796974,757363,9
45547,167174,7
206084,4106792,9
19994257,20666775,1
3876119,2634628,2
1204412,7056202,1
16745868,20260602,1
2338279,1599397,2
27719177,21399598,2
10780607,32848140,2
23059575,7691631,4
14798348,24946152,1
30859333,28924109,7
2081289,28710753,1
14448779,28710753,2
3427405,168370,3
29217912,17620347,1
19036577,3195124,1
4137249,481872,1
7394347,321278,1
30056447,931135,1
16520788,11116372,1
30779589,14089735,1
23984796,658518,7
12706290,5612317,3
27727916,3319769,2
14536054,355634,1
2331534,1599151,1
8262427,481872,1
11589713,7691631,5
18023059,28155823,2
32340557,23096959,3
2163263,5830987,1
19927831,20264700,2
1362490,2410676,16
22737337,22737329,1
32104924,1784628,1
15907354,9257808,2
4648505,24500594,2
23404839,27494663,1
28677940,10344201,2
7748227,447036,1
2183193,23924195,1
1725199,355893,1
7411076,22155032,1
1287859,2156455,3
22982974,7639232,2
19614228,321278,1
4648505,13384052,2
4106792,9214768,2
26927081,26650305,3
26885032,26650305,2
12380069,7873535,2
11896413,17372733,1
20905275,17372733,1
11324222,321278,1
27776551,7209439,5
20929025,21060126,1
20929025,19606628,1
4555644,24777832,1
24560307,28096281,3
8486799,9996255,1
10846437,20100867,1
4580780,321278,2
357681,14089735,2
1036336,19099484,1
32403967,12791642,8
8270619,4197769,1
20580498,23096959,2
21233191,27729907,1
26050796,9996255,5
11589713,13234395,4
854078,692528,1
32270084,24910542,1
25331009,308770,2
4704710,1385122,4
21796735,5151909,1
213469,867564,1
15045751,11589713,1
23774298,23770421,2
32848140,10780607,2
1232968,596892,1
12820537,261943,1
611921,447184,1
6966619,777444,1
10975056,10126908,1
14712850,22700458,2
481872,321278,1
19896256,321278,1
6780534,1466080,1
12498335,9996255,10
1516094,4738266,2
26873147,27790789,1
98540,79712,2
2081289,1385122,2
11061773,28061676,1
730070,4434126,1
658518,788264,1
355634,3867127,1
28394156,28305425,1
7344953,37690,2
31404632,29891188,1
14089735,357681,1
24254047,14089735,1
10067157,9996255,12
7529257,2594187,4
25627422,15800559,1
12511640,17558946,1
32452938,3468294,1
3794049,1549395,5
2916712,507775,8
27563721,30921526,2
14000045,3195124,1
16185172,14225208,2
10851820,13815852,1
238986,13347640,6
13347640,238986,3
8962829,167174,2
18107697,16349163,1
11061773,5932749,1
218157,13807606,1
10270250,321278,1
28283593,26516210,2
11589713,11225014,1
24395109,13631558,1
13631558,24395109,1
24474126,24474138,4
11164718,9521528,1
2649214,5830987,1
5312648,5282596,1
10344201,6607925,1
6607925,10344201,1
29985850,13305534,2
22148545,23627382,3
28223616,10270250,1
13258039,355893,1
15350898,11753734,1
30701212,19745004,2
13810259,15337722,3
10041891,11778024,1
25077882,24560307,1
24910542,32270084,1
21116798,9996255,1
25838895,1451352,1
29688210,14105478,1
24560307,20929025,1
20307596,13230665,1
16180304,5952670,1
484788,919161,1
8251925,5400018,1
8044474,481872,1
18689903,3149845,2
15042339,321278,1
10851820,29455960,4
1385122,28710753,2
25003905,7804910,1
23876490,21679569,1
11843609,23096959,1
11851236,1064563,1
16152925,18533350,2
3757512,9996255,2
22737333,21909749,1
16185172,21449162,3
20638880,25003905,1
22480578,5775917,1
13633443,20304586,1
4011054,5694513,1
13124802,14151539,1
11446601,1105519,1
6884828,3329386,1
810796,8514,1
6645850,6486826,1
13672849,32170696,5
26195776,15480067,1
16184890,17671906,1
4989235,641512,1
9787757,1725199,1
32170696,13672849,1
37690,7344953,1
23335023,321278,1
9244177,3342055,1
28402826,167174,2
5932749,931039,2
5483330,1039520,1
18409797,14430294,2
16286131,20897561,4
15666354,1284185,1
2305374,84822,1
25331009,481872,1
714074,3678731,2
9703957,9478219,1
2634628,1142976,1
28710753,7056202,1
7056202,28710753,1
15846674,11061773,1
25738703,19008038,1
1844251,3796237,1
17923502,6506651,1
21338881,3214406,1
3885202,3911317,1
3911317,3885202,1
20789757,28627094,1
20100867,9325315,2
23096959,32340557,1
2228226,3198415,1
26229585,15309233,4
13815852,17286587,1
1084114,2556327,3
4434126,730070,5
8711353,16831466,1
31614586,10312708,1
22252531,7691631,1
26077653,19872456,1
10066825,931135,1
557980,10932532,1
22321368,10040960,4
20785986,658518,2
14562056,12256376,1
8715146,20460946,1
5801666,2410676,1
5303123,658518,2
6209952,19848353,1
31492490,29103567,5
27620277,11061773,1
14812631,9384267,1
3016562,14089735,1
1801829,24560307,1
10616272,771016,1
893522,321278,1
9996255,22395078,3
15309233,26229585,2
17912002,11369603,1
3745077,206084,3
16962074,12892263,2
907410,167174,1
15971562,15168264,3
9996255,8486799,7
24195339,32405591,2
25538333,25537901,2
911765,25252102,1
32181539,1446467,1
28882767,447036,4
14151539,13124802,2
3468294,32452938,1
27729907,27051771,1
20819799,1090311,2
9996255,3757512,2
7764559,10270250,1
20580498,19206385,1
1844194,858127,2
11180687,4222911,1
2573058,929845,1
18818187,25617835,2
2156455,1287859,7
2310495,2381732,2
8962829,18566373,7
1984460,1920851,1
11949423,10932604,1
17152449,19406251,1
6506651,17923502,1
1329931,10270250,2
481872,10995659,1
9998516,7691631,2
20962139,321278,1
1272666,1451352,1
21394954,764708,1
9257808,15907354,1
31858042,24474126,1
4077502,108278,1
15778981,12983151,1
25312459,1090311,1
30649544,22002058,1
2203645,6612466,2
18529961,18421590,5
18225913,19272315,2
4090287,1276752,1
2410676,16165969,1
11180687,206084,1
2510503,2228226,1
28054492,455600,1
22271793,3813151,1
20297645,9004241,1
7136348,206084,1
19529740,8266573,3
30921526,27563721,1
19154916,27776551,1
9325315,19692503,1
26800584,26077653,1
17196388,2945088,1
4738266,1516094,2
110411,104937,1
30474622,104937,1
14406721,6660536,1
16029103,4090287,1
16104394,4878628,1
9879953,10183514,2
10183514,9879953,1
19406251,14089735,1
2917192,17671906,1
4128353,1283503,3
20894140,19745004,2
28643625,203666,1
3080613,5282596,1
11290232,488514,1
11225014,23096959,1
17912002,16184890,1
22737333,22737329,1
20653934,20580498,1
11221453,488514,1
1383170,14812631,1
11796974,4380969,1
3195124,137805,1
26837192,321278,1
15045751,27494663,1
11290232,27903690,1
1257514,2608337,1
14089735,21546187,1
5860977,3149845,1
3638964,24474126,5
1466922,3867127,1
26650305,26885032,3
17884222,5932749,2
515585,10664,1
19928304,19927831,1
3757512,8486799,1
478996,946945,1
203076,7613257,1
3857240,3301400,1
10664,10453695,1
19360616,14125254,2
9461481,390510,1
4000279,27888295,16
22663585,17075030,1
20580498,9787757,1
20882845,20897575,1
33588118,17163720,1
28796010,7691631,1
18409797,7253769,1
32545743,30198400,2
25691817,5710341,1
1148352,596892,1
9671862,2293158,1
18421590,18529961,2
3319769,4128353,1
7804910,5532320,2
722201,168370,1
5474834,7789923,1
30892477,788264,1
13049233,4025121,1
16053994,5262776,1
72690,27609645,1
24474138,24474126,19
33264452,10391073,1
30805535,30872453,1
23540628,29688210,1
23540628,22137709,3
15947557,24993103,6
23540628,15510233,6
7247341,19614228,1
10975056,9325315,1
5481861,3638964,1
1549395,34431301,1
1272666,10697582,1
14562056,5710341,1
10067157,9139165,1
8486799,10067157,3
8486799,9139165,1
13220460,12256376,1
203666,29195078,8
4597815,2788503,1
31710936,3678731,1
21170375,7833168,1
7691631,15045751,2
29628695,26964106,1
29882024,7910045,1
7705565,1549395,1
34431301,488514,2
2661753,1036336,1
25042195,321278,1
25789674,7691631,1
24382273,25940652,1
32883613,24382273,1
206084,9214768,3
19981805,9004241,1
20304586,13633443,1
19939216,16384837,3
6543378,16384837,1
6898391,19524397,1
17482306,13392416,2
24741384,321278,1
20897561,16286131,3
28238422,4164482,1
13729434,2935735,3
33410771,488514,2
24325875,16746795,1
16746795,24325875,2
12310030,9992330,1
26094060,1090311,3
238983,168370,1
507775,7833168,1
22442668,7691631,3
17293189,3149845,1
9603889,3342055,1
19289265,22844223,2
16286131,8629417,4
1362490,11939484,1
5617672,26648250,1
4331836,4331833,1
33653601,33653617,4
10312708,11589713,1
11589713,10312708,3
16584540,30210846,1
33410771,1549395,2
9139165,22395078,2
21347346,29103567,3
10453695,17832726,1
15971562,890377,1
7586424,9996255,2
1549395,33493203,1
10064545,4380969,1
1039520,206084,1
30307501,13729434,2
10851820,349241,1
349241,952189,3
6780767,6670942,4
11778024,10041891,3
9325315,10975056,2
20819799,5254650,1
1861458,26066727,3
3067553,1549395,3
23540628,18399519,2
20230364,19745004,1
10067157,26050796,1
27293877,19745004,1
942903,24560307,1
30027163,12970971,1
24750581,20919134,1
10755256,3214406,1
12256376,13220460,2
7792553,3149845,2
9996255,9139165,11
31001374,30144828,1
32120717,20929025,1
31227376,31227320,2
31227320,31227376,2
12127251,2935735,1
19704072,203666,1
9831101,507775,1
3757512,26050796,2
28921747,24444557,5
16026402,5550567,2
27,363387,1
16726595,1787757,1
19483273,4128353,1
29917715,9139165,2
658518,2608337,1
4243142,33945,1
10827035,9996255,2
15510233,23540628,4
22390925,17728164,1
17728164,22390925,1
206084,8077760,3
3308958,4973784,5
32409782,5400018,1
33076155,32409782,1
27888295,4000279,4
1962219,10664,1
658518,33653617,2
30872453,30805535,1
1039520,5483330,1
19390712,2006876,4
13392416,25959820,1
26050796,7083240,1
10379106,931039,2
19872239,321278,1
597879,12670444,1
1549395,3067553,3
24571765,23899906,1
22844223,19289265,1
143580,27823188,1
29195078,203666,10
168370,1090311,2
17163720,33588118,1
16469697,1039520,3
24560307,1272666,1
4591033,2935735,1
21399598,3319769,1
21700420,21679569,1
30675223,15778059,1
3038446,7786818,1
20580498,2006876,3
10045175,9325315,1
6049573,6015874,1
24740684,16396294,1
13729434,30307501,1
17832726,1028340,1
12779410,8962829,1
258750,4007018,1
7209439,23096959,1
15515181,2410676,1
33336112,734934,5
1028340,17832726,1
2481963,7653178,1
9996255,12498335,4
18351718,21222979,2
5952670,16180517,1
1460385,1385122,1
10067157,22395078,1
6246304,3662176,1
11796974,14169882,2
27931142,27788951,3
27931142,27804716,2
16384837,19939216,6
29491240,24951510,1
12677322,321278,1
29290473,5483330,1
3757512,781028,1
268027,32531480,2
29455960,10851820,8
108278,13824123,1
22387458,22584039,2
658518,33653601,9
34597195,34837037,4
24474138,3638964,8
29217912,29996513,3
11909121,26033134,1
26033134,11909121,1
14904442,7691631,1
6668676,5806776,1
34327471,34326028,1
34819734,34869070,1
28360638,32954806,11
7357595,7458003,1
16764080,16652218,1
30644093,18997610,1
28269754,153204,1
10459531,7613257,1
31051234,26927972,1
31051234,24382273,2
23992530,29551018,2
24668894,4128353,2
9139165,9996255,4
26235440,24718080,2
9461481,5801666,1
4268140,1424470,2
6052672,6049573,1
19872456,15480067,2
27193779,11545928,3
23992530,24777832,2
12791642,32403967,1
12791642,31136177,1
25312483,5254650,1
26927972,31051234,1
25218927,24382273,1
25184469,24382273,1
20897561,8629417,1
9979119,14757903,2
31136177,32403967,2
13941428,1549395,1
26050796,10067157,1
31492490,21347346,3
33365023,26820697,1
993110,6547965,2
11796974,952189,9
20310822,10041891,2
10064545,14169882,1
31375455,24395109,1
19241830,24395109,1
24386993,7653178,1
24386993,2481963,1
20580498,11225014,6
18775306,1446467,1
24668894,12511640,1
658518,858127,1
19831555,714074,1
33744138,15836199,1
1382471,1381673,1
32104924,11667865,1
3416274,3019537,3
11061773,29891188,1
357681,29891188,1
26873220,21546187,1
366200,7613257,1
32954806,28360638,1
29891188,27620277,1
27758092,15337722,1
8962829,10064545,4
321278,33699956,9
2006876,18997610,3
16691792,16688238,5
21909749,22737337,1
6281902,3867127,1
206084,11221453,1
4596755,481872,1
27452807,18225913,1
79712,79352,1
658518,20929025,1
8966356,3638964,1
2945088,23096959,1
22137709,15510233,3
566073,11545928,2
7363211,18292022,1
3301400,3857240,6
28011613,3214406,2
1451352,24560307,1
5806776,6668676,3
6235174,16008423,2
29972131,4128353,1
8077760,206084,1
19124554,3594497,2
27609645,72690,1
25652980,11396385,4
22846573,7691631,1
24617259,33653601,1
24617259,658518,1
28924109,8271291,1
27758092,3214406,1
19927831,19928304,1
26509369,13512328,1
2090979,6296790,1
10391073,8710321,6
6547965,993110,1
12499251,10040960,1
23718631,4039952,1
27433386,25537901,1
13510362,6604361,1
28283593,23096959,1
24777832,23992530,1
21909749,22737333,3
11796974,16396294,1
14003349,714074,1
8767214,9384267,2
30144828,31001374,1
1381673,1382471,1
1549395,33410771,1
27576132,8966356,1
33493203,1549395,1
2989966,28643625,2
15768911,11167738,1
11796974,9309093,1
33750123,9309093,1
9008200,6899875,1
24382273,32883613,1
20929025,24560307,1
206084,3745077,2
28366058,23096959,2
4128353,12511640,2
10067157,8486799,4
5298790,15189073,1
10851820,5548784,1
10012207,2006005,1
23770421,1501888,1
33653601,33653575,1
9139165,10067157,2
34326028,34327471,1
25002984,321278,1
9896583,34122184,2
8587669,23096959,1
33410771,614070,1
9325315,28939972,1
17157565,2729788,1
14410778,23096959,2
6235174,30892477,1
3631697,28366058,1
20882412,19745004,1
10040970,10040960,1
1451352,2931111,1
30162008,27776551,1
8745199,10469184,2
23774298,33791453,3
15861746,9207280,1
11446206,1105519,1
22252196,6543378,1
12296490,10969551,1
10399553,10399273,1
3091591,3016562,1
29103567,31492490,38
8290123,7512484,1
206084,23519392,2
31046054,7691631,9
33653639,33653601,2
15460666,15452919,1
5312648,32102712,1
3346602,1424470,2
10575878,15045751,1
31404980,23096959,3
34869070,34819734,1
2567844,5298790,2
13384052,24500594,3
9349840,13729434,4
24692885,11225014,1
16396294,321278,1
25273785,23116127,6
10350614,8745199,1
20881761,20919134,2
7833168,507775,1
10178188,17307763,2
1090311,614070,1
6659004,3149845,1
13257961,2594187,3
15693680,7691631,3
15480067,11061773,2
27876939,34268206,1
6670942,24774658,1
32940722,32475785,3
32475785,32940722,3
21222979,10107472,1
34823916,27654303,2
16158381,15581687,1
1122534,8514,2
321278,614070,1
19360616,11225014,1
19360616,20580498,2
12907373,23398306,3
5474822,3149845,1
27193779,34876145,1
34508140,9301720,1
34508140,321278,2
11589713,13512328,6
34647196,34294743,1
27494663,19360616,2
32093977,6855801,1
8981131,14747279,1
34423464,32969220,5
6394704,3857240,1
21992036,24951510,1
24951510,21992036,1
4110016,26658897,1
28059353,20929025,1
31391612,1090311,1
15435,65252,3
30198400,32545743,1
19154916,7209439,1
29806257,11061773,1
3195124,8514,1
32940722,24871990,3
30043131,29704274,2
34693515,2081289,1
33653575,33653601,2
30531423,29806257,1
1784628,32104924,2
11176360,34856295,1
27024702,23770421,4
35876853,671825,1
10375607,23434056,1
26127190,19606628,1
33805382,11167738,1
20004472,36058442,1
19680412,3955647,1
14089735,321278,1
7083240,17458040,2
27193779,12670444,2
6452529,21244505,1
5151909,9301720,1
5151909,321278,1
33791453,23774298,2
28949681,9568894,3
3606738,17163720,1
757363,20929025,1
11819493,12038459,1
6093316,19606628,1
18550041,6907993,3
2296970,1200050,2
18399519,23540628,1
8629417,16286131,4
23116127,25273785,4
8514,7362671,1
24871990,7653178,3
22521755,14116604,2
20919134,19745004,5
2935735,1272666,1
841835,28710753,5
25033964,3016562,1
22387458,3455070,1
843222,858127,2
