Weight,Name
2,dj-stripe/dj-stripe
2,CartoDB/bigmetadata
3,suttacentral/next-sc
89,pymedusa/Medusa
4,cyclejs-community/create-cycle-app-flavors
5,sul-dlss/preservation_catalog
2,rstocker99/pony
1,python-gitlab/python-gitlab
2,kentcdodds/glamorous
1,ros-industrial/motoman
4,rcbops/rpc-openstack
18,r-dbi/odbc
11,daisy/pipeline-scripts
4,openaustralia/righttoknow
2,ilios/frontend
5,crowbar/crowbar-openstack
1,sgmap/mes-aides-ui
9,tracer-x/klee
2,IGNF/geoportal-extensions
3,forj-oss/forjj
4,simpeg/simpeg
51,OpenSRP/opensrp-client
2,RcppCore/Rcpp
1,AppScale/appscale-tools
1,libp2p/go-ws-transport
3,easybuilders/easybuild-easyconfigs
2,eclipse/aCute
2,parse-community/parse-server
2,sul-dlss/stacks
2,Juniper/ansible-junos-stdlib
6,blockstack/designs
7,alerta/alerta
2,Cognexa/cxflow-examples
201,zerocracy/datum
1,PRX/cms.prx.org
4,greasemonkey/greasemonkey
3,cloudfoundry/cli
2,ReactionMechanismGenerator/RMG-Py
3,utexas-bwi/segbot
4,netlify/netlify-cms
2,RackHD/on-taskgraph
1,padrino/padrino-framework
7,inasafe/inasafe-django
1,tendermint/tendermint
4,MultiMC/MultiMC5
8,psi4/psi4
29,canonical-webteam-archive/snapcraft.io-static-pages
5,windup/windup-rulesets
3,18F/openFEC
1,boy0001/FastAsyncWorldedit
2,cloudify-cosmo/cloudify-manager
1,koenedaele/skosprovider_sqlalchemy
2,flowtype/flow-typed
7,ros-industrial/fanuc
1,msimacek/koschei
2,feathersjs-ecosystem/feathers-reactive
3,Scribery/cockpit
1,Carrene/restfulpy-client.js
151,cms-sw/cmssw
5,ev3dev/ev3dev-lang-python
3,qutebrowser/qutebrowser
8,openebs/openebs
2,mit-cml/blockly
1,wojtekmaj/react-pdf
8,JanusGraph/janusgraph
1,eclipse/rdf4j-storage
3,kiegroup/jbpm-designer
3,vaadin/vaadin-charts-flow
6,EtixLabs/cameradar
13,emberjs/ember-qunit
7,nvaccess/nvda
4,foundersandcoders/master-reference
1,dsafio/dsafio
2,choojs/choo
2,openjournals/whedon
1,giantswarm/awstpr
3,FloEdelmann/open-fixture-library
9,idaholab/moose
1,sendgrid/smtpapi-nodejs
2,mozilla-lockbox/lockbox-datastore
1,rubygems/rubygems
8,servicecatalog/development
2,shurcooL/Go-Package-Store
2,Terasology/WildAnimals
1,travis-ci/worker
1,Kozea/WeasyPrint
3,backspace/prison-rideshare-ui
1,SonarSource/SonarTS-example
1,GoogleCloudPlatform/google-cloud-intellij
5,steemit/condenser
1,jclouds/jclouds-labs
1,ory/editor
5,TypeStrong/typedoc
6,geneontology/noctua
3,brigade/scss-lint
1,weidai11/cryptopp
2,ericsomdahl/python-bittrex
2,Microsoft/vswhere
2,datagovsg/beeline-server
4,montagestudio/montage-data
1,pgjdbc/pgjdbc
8,alchemistry/alchemlyb
2,pybee/toga
2,simplabs/ember-cookies
2,mhwkb/mhwkb.github.io
1,mozilla/network-pulse-api
2,blockchain-certificates/cert-verifier-js
1,pybee/voc
3,openbabel/openbabel
1,rovo89/XposedInstaller
2,github/time-elements
2,IATI/IATI-Dashboard
2,final-form/final-form
1,edoweb/regal-drupal
1,SlimeKnights/TinkersConstruct
4,keyboardio/Model01-Firmware
1,nvdla/nvdla.github.io
2,dockstore/dockstore-ui2
1,aiidateam/aiida_core
1,dev-sec/linux-baseline
1,fnproject/fn
7,grote/Transportr
4,LSSTDESC/DC2_Repo
1,vanniktech/Emoji
2,icgc-dcc/egasub
2,allscale/allscale_compiler
1,oskariorg/oskari-server
2,ethz-asl/maplab
2,PolymerLabs/arcs-cdn
1,dry-rb/dry-inflector
4,snarfed/granary
30,swarmcity/sc-boardwalk-production
2,aodn/aws-wps
3,vuedoc/parser
1,ExpressGateway/express-gateway-plugin-jwt
2,mendersoftware/integration
1,Starcounter/Website
1,terraform-providers/terraform-provider-pagerduty
2,qri-io/qri
2,RuntimeTools/appmetrics-dash
1,HumanCellAtlas/dcp-cli
1,qPCR4vir/nana-demo
1,tilezen/tileserver
25,moxystudio/react-with-moxy
1,okgrow/auto-analytics
1,draknyte1/GTplusplus
6,medic/medic-webapp
1,SharePoint/sp-dev-fx-webparts
1,highfidelity/hifi-content
1,processing/processing
2,palantir/python-language-server
1,twisted/klein
2,DataDog/dd-agent
1,jenkinsci/ghprb-plugin
5,modoboa/modoboa
1,serenity-bdd/serenity-cucumber
1,prusa3d/Slic3r
2,poanetwork/ico-wizard
6,artefactual/archivematica
1,confluentinc/confluent-kafka-go
2,Terracotta-OSS/terracotta-core
1,clarat-org/clarat
1,redis-store/redis-store
1,pugjs/pug
1,couchbase/sync_gateway
2,postgraphql/postgraphql
1,go-mail/gomail
3,Automattic/gutenberg
1,wix/react-native-navigation
1,pulibrary/orangelight
2,opbeat/opbeat_python
2,chjj/marked
2,mtxr/vscode-sqltools
1,gitcoinco/web
1,antvis/g2
1,rapidpro/rapidpro-docker
1,graphql-python/graphene-django
1,HewlettPackard/python-hpOneView
4,dmfs/opentasks
