Source,Target,Weight
60344592,41724213,1
10126908,9325315,2
20580498,57333709,28
17728164,93446042,39
56676264,45993428,2
64991887,30892477,2
88182238,69277020,1
8594752,321278,1
29195078,20343475,1
22855240,39093389,4
17728164,93446075,33
61813823,299862,1
12256376,14562056,38
342869,1430734,1
6093316,36535156,2
41881900,44264925,6
86610729,20773773,2
2523341,64340188,1
21347346,54984270,2
41881900,20929025,119
69618902,11167738,8
7804910,5532320,2
26836182,23096959,1
4137249,481872,2
11061773,27193779,1
51556828,7691631,7
68243930,59059605,2
16523712,747698,3
63640204,93328530,2
73824736,54260706,1
7691631,23096959,2
41881900,9384267,4
7691631,92969352,3
21347346,31492490,3
37165115,58654489,2
54102761,32935745,24
97943967,93444615,1
53954979,20773773,12
71479583,40013435,1
66571349,32481543,4
19753195,15778981,7
658518,33653639,1
20929025,19606628,3
8514,75785147,1
117646,488514,1
5839692,3678731,1
67210187,2436255,10
20287787,3944100,1
16297741,3678731,1
2490468,32127090,9
63226588,40013435,1
80196218,80190723,1
62166147,38488726,1
36960293,36960321,4
35779285,8514,3
24369600,13628513,2
82375023,41881900,2
33816473,1064563,3
10247874,15045751,1
16286131,8629417,6
8629417,16286131,10
60115618,88019063,1
59239347,7691631,4
760165,1985358,3
95538136,46089560,1
57333709,20580498,30
8315863,501687,2
23332350,1181927,1
76616099,65711522,2
671825,46565708,2
27729880,27729926,3
27799867,34526884,2
87180009,77455983,1
23206290,20773773,3
96602570,86030411,1
49013638,72460287,8
22583170,17258847,1
27729880,57153681,1
24474126,3638964,6
31492490,35951404,30
287024,168370,1
930571,1381673,2
76734068,11167738,1
11211366,23384500,2
89272794,5864709,5
69367186,60872406,2
39292316,98498010,4
16388557,15514912,2
97710235,32689932,2
31788540,4576305,1
54114390,27549019,1
22737329,46515609,2
56341821,56345492,1
23441735,3301400,1
46148169,29102367,1
61219754,23096959,1
17728164,93446037,25
14019038,69461544,5
61533876,31790386,1
24700171,27549019,2
11672345,49970642,2
76970197,33829862,8
33829862,76970197,10
1677760,1677755,8
64468285,24195339,1
91395320,91398316,3
3638964,24474126,64
22821674,51649005,2
19390712,2055965,4
41872319,27612781,5
36891867,42481664,1
36891867,59033046,1
28611747,33389183,2
19872456,10270250,1
91519321,20580498,1
79377628,72375068,3
75935133,62367558,1
69023981,46716359,1
22442668,66509131,1
42481664,24195339,4
64732358,64838142,13
19542768,3834332,1
96826227,24655143,2
10097543,4859310,10
53175327,63891310,4
84221732,89204334,1
45004704,39267372,1
81384,91620472,1
36914478,72523920,4
58403205,9384267,1
52034309,85069480,1
85069480,52034309,1
41696258,6855801,2
33511861,5532320,1
77085298,20789757,23
91857856,83267412,1
4128353,63537249,2
7691631,51556828,26
1864194,1864233,4
31046054,7691631,7
13384052,37489525,1
17728164,92349608,1
89067146,34058049,2
71955649,211588,1
7691631,31046054,19
17728164,93446117,6
9120526,23096959,2
8247368,29102367,2
52270692,50843402,1
76258093,75733351,3
23937466,10041891,1
5152372,184460,1
66509131,20580498,3
9385519,10851820,1
33653601,658518,5
98561609,19036577,3
9037631,31790386,15
9037631,70254655,3
9037631,61533876,16
911765,52281283,1
28964450,28972890,3
4039952,5431309,3
79184629,12888993,2
560495,53558755,1
27729926,1064563,3
14562056,12256376,1
611921,168370,3
18631215,20096276,1
19351480,6296790,1
19352450,1181927,6
74177509,75686596,1
92860668,3606738,1
49599693,88013053,4
34058049,89067146,4
80643958,34864402,1
83583832,41889031,2
11025158,3351871,1
23701779,1390248,4
658518,33653601,1
52066747,16286131,1
66836598,40213809,1
60115618,60115659,2
20929025,53558755,1
46575779,39152554,3
35762812,597879,2
20789757,77085298,11
67822722,73443953,1
45903621,7508411,1
11778024,10041891,5
7053637,31696383,18
5864719,5864709,1
5274894,1181927,1
85765458,50390111,1
32919066,77098620,1
21242831,63882194,1
33148320,24454775,2
66428618,25136308,2
89969803,7792553,1
22855240,31089461,1
51951003,34105868,1
80338069,75104123,8
914796,23096959,3
97975352,69495170,1
39487546,22844864,3
26142147,41930235,1
66883692,44838949,1
23438198,10045175,1
47340306,93446113,1
29261473,29329884,1
70824735,65396050,1
78498562,75104123,1
45903621,51015648,1
96798454,40686014,1
15127462,68402336,3
95459674,91379993,2
43281023,43160685,1
10012207,2081289,1
29329884,34933072,1
2556327,1084114,1
16416867,52104368,6
297058,35956051,2
41939213,20929025,4
53271768,72891330,2
41881900,42131201,11
40294964,321278,2
81944161,15901046,1
38371381,911765,1
39443773,26553597,1
39443773,10707658,1
49213884,55796146,2
50212516,26516210,2
37722820,4095287,1
93921362,70202506,1
54089291,34891719,1
22252196,41291958,1
3228505,46155786,8
13258039,24604008,1
27729926,76279202,2
21156013,42408804,1
30521489,42174888,1
24253493,481872,3
41829476,33767206,1
1322284,4106792,1
18052795,15778981,1
42674027,45936895,1
10270722,92572310,3
27193779,3342055,2
69330230,10666114,1
75733351,76258093,1
1039520,68402336,1
96580450,36040894,1
36891867,49016322,1
34891719,24973421,1
36054928,24973421,1
36891867,52764346,1
24109199,22442668,7
17327535,65252,2
23096959,22629932,1
80988348,19205896,1
69277020,38829639,1
22278633,20929025,1
60656871,43160685,1
11888356,23206290,1
6884064,6884053,1
31446151,26142080,1
75196241,29028775,1
52071471,20929025,1
51168236,78152020,26
82208127,52104368,1
90307576,3228505,1
48600412,11730342,3
60226452,41881900,1
17728164,93446101,12
2006876,29996513,2
4859310,10453902,1
4859310,10097543,7
65739957,16523712,1
87342629,95659008,1
26142080,41930235,2
6293402,13409190,1
22442668,20580498,26
92086887,33015583,1
93772766,47394776,2
20580498,22442668,5
59044721,57939112,1
93863772,20929025,3
43723161,20580498,1
17508889,25324340,1
59388335,23774298,1
24604008,7053637,4
24604008,31696383,4
9967702,63957296,1
6235174,16008423,5
52071471,63537249,1
91917024,93095460,8
93095460,91917024,3
38765967,27504653,8
56670234,53238813,1
12574344,23096959,1
33702544,61313020,2
3228363,56345071,1
19692503,76358146,4
76358146,19692503,2
35968578,64315743,1
64315743,35968578,4
32396114,20287787,1
76862248,15901046,1
17728164,93446074,2
108278,17303641,1
51482112,17163720,1
68964263,6838921,3
16008423,41829476,2
28312955,12888993,10
43964563,9384267,8
63537249,28061676,2
25640346,2567844,1
68024288,20580498,1
18068542,41881900,1
44214033,33277530,2
39903075,34880993,2
25131903,11031844,1
19036577,19498290,3
12332444,55637575,1
86702842,9384267,1
62728051,23096959,3
20580498,72891330,3
79527893,93545042,1
79911500,49016322,1
1838760,1378511,1
54678792,51688289,2
93328530,63640204,1
355069,66836598,1
85101045,22442668,1
40508605,29028775,1
31492490,29675401,7
36817565,35210580,25
85574842,62793144,3
61030528,62793144,1
65820405,62793144,1
85344012,62793144,8
72184839,62793144,4
80633908,62793144,2
66496820,62793144,1
61537784,62793144,2
11672345,36891867,1
89747923,73851409,1
73851409,95895466,1
38267641,78446281,1
45975112,41881900,1
757363,49086513,1
47632525,20287787,1
26987049,1181927,56
3228505,9384267,3
77954287,36891867,1
9325315,10126908,6
90636971,58654489,1
47341961,41881900,3
55147386,1460385,1
83259743,73191871,2
55796146,68243930,1
32337023,58154852,1
78482929,75686596,2
65585992,46386922,1
2567844,5298790,1
26507037,63090054,1
51556828,88013053,1
34022262,1213474,1
46297649,33634359,11
52113921,10270250,1
31936600,14210523,1
20773773,23206290,2
20773773,53954979,3
32887098,8608480,1
41756998,37489525,4
45614394,19456880,1
79110123,89639557,3
6296790,3038937,1
14562056,67763937,1
4723248,75104123,1
41881900,321278,2
66030306,6296790,1
29028775,40137508,2
7691631,91851756,3
9384267,8479951,9
64700934,49970642,1
59787605,29099181,7
20343475,488514,1
48593532,45717250,1
60374819,33653601,3
60374819,658518,2
68708009,61533876,2
24560307,53558755,4
9757100,90019677,1
23770421,33791453,1
89639557,79110123,1
2233998,1385122,1
93545042,79527893,1
26876372,27091760,1
7691631,27494663,1
26604363,27433386,3
4387088,60561834,1
64974719,11225014,1
24700171,3678731,1
5840002,3678731,2
53443958,3678731,2
60562752,3678731,2
51465921,3678731,2
88161679,3678731,2
47738066,3678731,2
48659673,3678731,2
49809236,3678731,2
49212437,3678731,2
67166026,3678731,2
32916096,3678731,2
71263870,3678731,2
62902797,3678731,2
48868635,3678731,2
70926709,3678731,2
71987306,3678731,2
52530042,3678731,2
70060868,3678731,2
78011141,3678731,2
77278689,3678731,2
59810229,3678731,2
67851229,3678731,2
74463086,3678731,2
66594827,3678731,2
37037925,3678731,2
73752451,3678731,2
72884371,3678731,2
87877421,3678731,2
38420518,3678731,2
77005866,3678731,2
85618329,3678731,2
75469398,3678731,2
85925769,3678731,2
53862280,3678731,2
78691975,38267641,1
78657670,38267641,1
79748688,3678731,2
83512654,3678731,2
78446281,38267641,1
72271136,3678731,2
78573714,38267641,2
81598157,3678731,2
81862133,3678731,2
82672922,3678731,2
60872406,54393307,1
69367186,54393307,1
2835111,97933450,1
18055618,20096276,2
20096276,25460645,1
40690081,77984210,1
70436408,43711619,1
78492246,47093357,1
78572774,46297649,2
76380225,648332,2
47460181,40964014,1
70202506,27576132,243
2081289,45717250,1
42408804,7691631,1
92307812,19036577,2
78004826,91921249,1
32916096,27549019,1
18224920,27549019,1
82229972,27549019,1
73583157,27549019,1
17197573,78223894,2
1385122,16008423,1
71273582,24947768,2
60374819,24617259,1
24617259,41881900,1
23977402,23977446,1
85188404,20434705,1
19851239,81955212,1
20552964,29366984,1
1695405,1695406,5
43841882,17913633,1
87990209,20580498,2
63733328,6093316,1
8966356,3638964,1
8616814,481872,1
73808440,9384267,2
27193779,5187096,1
27494663,28796010,1
80039696,20929025,1
52287768,51710581,1
51710581,52287768,1
49970642,15062869,2
596892,997338,5
63097460,95247826,6
85519267,29028775,1
82615804,7691631,2
82615804,6051812,2
82615804,36960321,2
82615804,27051771,2
21052744,33816473,3
2006876,19390712,1
12888993,79184629,1
69822474,501687,1
3618133,23384500,1
78566876,75104123,9
31175016,40522844,1
17148588,2990192,3
13221727,28782747,3
88649393,18609427,1
93097839,36040894,2
49016322,24195339,4
53238813,4095287,1
11180687,23096959,1
91379993,45717250,4
63891310,791477,3
20744220,50843402,1
41209174,507775,1
42131201,41881900,2
58654489,90636971,3
7994556,26931359,1
26318730,5239185,1
93446074,17728164,3
58154852,32337023,1
10664,1811965,1
6855801,8514,1
38267641,78657670,1
41881900,12068195,1
64620050,7613257,1
32769228,16563587,1
56533838,20343475,1
61739430,53356367,5
15102455,13322751,1
62890617,7691631,2
23576685,3638964,1
22722959,14812631,1
15467734,27193779,1
93446113,47340306,3
13409190,6293402,1
55774380,321278,1
64225407,9384267,1
3659275,70097282,1
85128973,66011370,1
23096959,61219754,2
17714713,17689377,1
15045751,10247874,2
22442668,24109199,6
49970642,40690081,3
89703812,89703841,1
63066512,73824736,2
60115785,60115618,1
88019063,41881900,1
65214191,23357588,2
67763937,14562056,3
10851820,29455960,2
40129109,19498290,1
19498290,40129109,1
26192117,56353740,1
85119574,8787327,1
67053420,20773773,1
49086513,16147933,1
62208896,40891892,3
24500594,50843402,1
7994556,60882381,4
18803340,45936895,1
1859479,17303641,2
60523529,57126365,1
1572659,17213623,3
2441517,168370,2
15062869,29028775,1
17374628,5474834,1
95082650,50709152,2
89364221,33015583,1
6637851,3351871,4
17928207,46297649,7
25428376,1446467,1
27729880,23357588,2
28061676,11061773,3
45975112,61140006,2
42408804,40686014,1
59021879,27549019,1
20929025,11672345,2
2081289,95766753,1
11225014,94593596,1
72495579,72980210,4
81146391,5245894,1
76697406,60374819,5
34275045,45717250,2
94367465,5532320,1
94367465,25003905,1
2835111,1049095,1
24973421,17163720,1
21333814,211588,1
74177509,75322405,1
20922238,19745004,1
31441137,53558755,1
47824319,45936895,3
31681575,3678731,1
29011477,11167738,1
44974513,5298790,2
75686596,65214191,3
54260706,73824736,1
51613745,52764346,3
29102367,23206290,1
94473019,35998691,1
42332863,60849726,1
89241142,22579786,1
37489525,68465360,1
90513239,5830987,1
23357588,27729880,4
62056780,65561709,3
54503347,7691631,1
62087567,73960749,4
15778981,94710329,1
12574344,70202506,1
50502690,52284264,2
73929422,9384267,4
658518,858127,1
20580498,76686583,1
81612946,75686596,2
77405796,53238813,1
43505757,71392749,6
46881155,49086513,1
63931184,1575956,1
36891867,3678731,2
36891867,79637359,2
12888993,38982731,11
2230011,2656556,1
54503347,23096959,4
97260426,100149430,5
16263354,4095287,2
9568894,28710753,3
721054,447036,1
55768463,20929025,1
38121590,2132207,1
27716248,38208684,2
2725544,76698280,2
20653934,34659664,2
29675401,31492490,2
21233191,24031839,1
16316451,88091939,3
40667593,36953657,1
72495579,41426534,2
61755229,7691631,1
27504653,38765967,11
27483832,27051771,1
32836701,47852032,1
94809430,39266291,2
5474834,2763118,1
92194571,76568965,1
76568965,92194571,1
3618133,5581406,2
49536898,49599693,1
78452015,19692503,1
8367474,3827595,1
20773773,31197250,1
4766638,33489346,1
49213884,68243930,2
28796010,27494663,1
30648714,23096959,1
77713709,9384267,1
238972,1725199,1
60117259,24195339,1
37496521,77958451,3
3623050,52855516,1
1446467,37489525,1
34891719,17163720,6
3228505,12068195,3
88419395,9384267,2
4176043,321278,2
96455158,43160685,3
17163720,34891719,1
29094885,1383170,2
62249839,20884782,1
99529271,20929025,1
33698232,28710753,1
91620472,81384,1
67753070,11167738,1
72448978,36891867,1
5942221,1049095,1
72945021,11180687,1
46238501,3228505,1
40182750,5108051,1
22442668,58488264,2
46089560,92969352,1
15062869,27193779,1
1365306,930571,1
24109199,21740844,1
10126908,20092180,5
31035881,30237090,1
29137950,31492490,2
20580498,86742497,9
78482929,81612946,1
78482929,74177509,1
15221515,68928471,5
40135191,35280261,1
61916357,72486620,2
87844301,12888993,2
27612781,41872319,1
7691631,36960321,5
64347604,64417577,7
24998719,22844864,2
40213809,92860132,1
19483273,16316451,1
87212987,16286131,1
52284264,51474893,1
88654995,791477,1
7066560,3228505,1
33744138,94989429,1
76686583,20580498,1
82206054,84243855,1
84243855,82206054,1
15540967,15452919,1
11061773,31404632,6
57939112,20580498,20
82981046,60117259,1
65794292,10270250,1
48109239,31046054,1
47453657,1039520,1
35446456,943149,1
84165522,48600412,2
21740844,22442668,4
34138622,60374819,3
35489567,65252,2
45847491,20445947,1
20789757,22442668,1
3228505,46238501,2
74175805,20580498,2
84136566,85197545,2
13753636,85979867,1
85979867,13753636,1
79610848,40028219,2
17213623,60115659,1
65772720,7691631,4
33015583,89364221,1
35998691,44045057,1
35998691,77152546,1
6093316,82734331,5
68243930,49213884,18
91839306,42283287,1
24195339,36891867,11
11778024,23937466,2
23059575,7691631,4
1812190,70202506,2
90312643,61140006,2
37489525,2081289,2
6884053,6884064,4
17373313,2310495,1
13124802,15111821,1
52588453,50904245,2
38388440,21943980,1
54230994,20580498,4
16256144,83786054,4
86865070,7691631,1
45055693,4176043,2
7792553,3149845,1
70479183,2508083,1
44347124,5569059,1
37162022,70202506,1
80616041,29028775,1
94132725,11004727,1
75785147,8514,1
13466645,13466688,1
8205602,8247368,2
20773773,52855516,1
4197769,4791959,2
73960749,62087567,1
41881900,44415469,3
90602092,355893,1
17327535,98288588,2
17928207,33634359,1
2203645,66146807,1
2203645,100791789,1
49599693,7691631,4
17030079,3638964,9
84741332,68414068,1
81387692,64431348,1
48770856,28449431,2
35951404,21347346,3
76686583,67828134,1
72651142,54632786,25
92205085,7691631,1
50843402,20744220,1
5864709,89272794,1
15830664,692146,1
51951003,25003905,3
27483832,27729907,1
10041891,23937466,1
77928975,23096959,1
41881900,44774566,19
83259743,63066512,2
7691631,15045751,3
44886691,1103607,1
72473727,88799088,1
15778981,48337670,1
4106792,52855516,2
52855516,4106792,2
20929025,80252584,1
62446262,23391501,1
20801613,82339533,1
48626335,92652320,1
35709351,70202506,2
3631697,18542473,1
57993285,11677934,5
61328365,11677934,5
46138379,11677934,5
43209187,11677934,1
43912265,11683650,1
93446042,17728164,7
44803175,2594116,1
4605777,10187082,1
51556828,31046054,4
29627121,83326151,1
52221518,237159,1
9384267,62367558,1
11969507,3618133,1
65316974,42728835,2
65316974,47975465,2
52304362,45793760,4
53356367,61739430,7
77603659,747698,1
88144691,35967803,1
52855516,44739044,2
7053637,24604008,4
55723051,24560307,2
79371528,68024288,1
44250834,37489388,1
82339533,20801613,1
5298790,48920461,2
99027486,99026014,1
39906903,11677934,5
36022506,11677934,5
28149995,11677934,5
56345588,11677934,1
32757300,11677934,1
58075283,11677934,1
2045207,507775,1
91917024,52630616,1
69887490,11677934,1
75419385,11677934,1
78879468,11677934,5
82831555,11677934,1
82095231,96484741,1
1133930,55698731,2
37069077,10391073,4
42143840,39766308,3
100189920,2097463,1
98341475,90796663,1
73442758,64960335,2
74999830,64960335,2
81353379,64960335,2
7691631,46089560,4
6780767,6670942,2
65772720,51556828,1
51400518,44746588,1
12034070,1217614,1
31046054,51556828,6
16297741,69284431,1
80190723,80196318,3
96449862,85376345,4
34302698,1451352,1
83259743,32935745,3
5839692,75785147,1
41103286,52063353,1
55723051,5569059,1
20580498,43723161,1
747698,16523712,4
5561238,20580498,1
63508378,62367558,1
41199577,3228505,1
18402833,27504653,2
65872999,51474893,1
77994264,49013638,2
74155923,34921116,1
81102261,9504214,1
39266291,21909749,2
92969352,46089560,3
99327231,321278,1
67543822,27193779,2
53135940,2656556,1
42408804,23096959,2
32935745,54102761,2
37489525,1446467,2
93446037,17728164,5
88211060,46089560,4
50242144,52855516,1
70431375,70835622,2
5839692,63537249,1
26181278,32887098,1
21477868,78664391,1
31446151,26142147,3
93248040,74037569,1
89969803,3149845,1
64884021,184460,4
27729907,27051771,4
19498290,19036577,3
58559694,11061773,1
78153411,1725199,1
43760104,56237879,2
94120285,5839692,1
52104368,16416867,3
33154212,27193779,2
101068622,47394776,1
73443953,67822722,1
92424220,27193779,1
86743483,24195339,1
6093316,51474893,5
19205896,23096959,2
92716590,63097460,2
64417577,64347604,7
26876372,1424470,1
80228150,128476,1
51474893,20929025,1
1446467,36804486,1
2296970,42413051,1
16147933,80252584,1
76279202,27729926,2
44087204,23096959,1
52437732,68032702,2
93772766,60374819,1
62091339,20580498,6
29094509,5431309,1
35270176,87479250,1
73191871,85101045,1
2132207,4197769,2
36261810,1859479,4
97561988,3638964,2
43160685,96455158,2
91851756,31046054,1
23838510,20929025,10
63902904,52030103,1
11428939,12034070,2
1362490,1778471,1
64700934,89956848,1
69226025,53213638,1
4127088,39093389,2
11481338,24195339,1
8685799,858127,1
507775,671825,1
51951003,60874241,1
27099288,24612415,1
47671127,47649855,5
1090311,168370,2
60648293,38764029,2
24700171,11730342,2
6207167,20249391,1
75686596,20580498,2
73191871,32935745,4
3389838,96630799,2
34105868,25003905,2
94809430,19927831,1
86742497,20580498,5
46565708,671825,1
6510063,41829476,1
84458437,8421800,3
27551774,7691631,2
76653821,36891867,1
43160685,80783450,1
39266291,35552300,1
27729926,27729907,1
33791453,23770421,2
4791959,4197769,1
12646044,4297273,6
28964450,64479509,1
43160685,7053637,1
55044933,41881900,2
17120231,12888993,3
32760696,23022377,1
45793760,45942274,1
15514912,15550894,6
51303856,43490797,4
22010555,858127,1
61041252,16493298,1
22579786,27193779,1
9220688,37489525,1
70314805,1181927,1
77098620,32919066,1
2371361,2228226,1
38380543,28249723,1
65794292,45793760,1
42376381,59689137,1
34647196,5532320,2
78631630,96799275,1
81848006,82369481,1
16316451,69199387,4
60165924,42728835,16
60165924,65316974,4
60165924,47879228,4
60165924,47975465,4
60165924,46151455,4
90789878,2006302,2
73823302,6838921,3
33742985,20929025,1
20343475,56533838,4
83326151,29627121,1
6093316,9037631,1
7184072,7053637,2
19374812,30675533,2
28249723,648332,1
55086088,27452807,1
2357747,2310495,1
26516210,2410676,1
7184072,37489525,2
24195339,49970642,1
2045207,76279202,1
3308958,4973784,1
20653934,58184885,2
58184885,20653934,1
5532320,44214033,1
58975347,1920851,1
79149882,52063353,2
83817090,43695459,2
53981347,23059575,1
33429211,84575398,2
36754446,26235440,2
3618133,11969507,2
36622038,43912265,2
41881900,43916263,3
87233962,20929025,1
86642889,2948949,2
15550894,15514912,4
44774566,20929025,1
88288940,36891867,4
74169960,99023740,1
29028775,2203645,1
55698731,63957296,1
27452807,26181278,1
91553810,35640229,10
88874298,46716359,1
15111821,13124802,1
37489525,34739117,3
184460,64884021,2
15644594,11730342,3
36891867,20929025,2
1859479,36261810,3
27452807,8049897,1
53558755,24560307,60
70202506,23096959,2
96630799,3389838,1
41359055,80149262,1
41881900,45425758,1
31802073,23096959,1
38982731,12888993,2
48289924,32969220,1
37231620,13221727,3
42916071,7184072,1
84356460,80731634,1
58535542,92520679,1
20773773,45717250,1
20884782,8556864,4
68414068,14939303,1
100791789,76698280,2
87857647,20789757,5
68368788,58644895,2
2835111,54980593,1
70860688,20580498,2
8848815,8789488,8
3038446,7786818,3
17803236,12574344,1
66944590,15062869,2
92080158,11730342,1
89633104,94809430,1
20929025,6093316,2
100189502,2097463,1
26291234,60286497,2
19927831,19928304,1
90357039,68240213,1
21052744,6296790,3
5463774,11901762,1
36675403,3214406,1
15045751,1362490,1
67666592,67070359,1
91477903,24560307,1
51438175,47357348,1
77085298,75785147,1
21060126,15379098,1
101915373,32689932,1
78573714,93185914,1
43156818,41881900,1
65214191,39840932,2
9004241,9517720,1
83559947,80731634,2
89286697,32489037,1
37489525,41756998,4
56009867,3910314,1
80091289,1464380,1
8608924,2081289,1
19832415,3489194,1
658518,3489194,3
69990696,52063353,1
22737333,34927706,1
10391073,37069077,1
74037569,93248040,1
74175805,75686596,13
73908130,24063576,2
55768463,31790386,1
38229284,72523920,2
7792553,12067406,2
7792553,12067449,1
80196318,80190723,2
57401572,6296790,1
4106792,56941978,2
9549221,8071542,2
8071542,9549221,2
1388190,52334681,1
37144575,39487546,4
18902498,4791959,1
4106792,77405796,1
53510263,13753636,2
80776072,99221031,4
48920461,5298790,1
100517453,10140602,4
36953657,1917262,2
47435838,11677934,4
71447198,11677934,4
69913365,11677934,4
47512648,11677934,4
70987460,11677934,4
37745159,11677934,4
54153293,11677934,4
49010985,11677934,4
56345700,11677934,4
83559947,82846397,2
80731634,82846397,1
4695684,2250539,2
24560307,44689601,1
54787116,8077625,1
40013435,45942274,1
10256919,1446467,1
91851884,79110123,1
26390088,24560307,1
29028775,76504246,1
98214052,49286861,1
85197545,84136566,2
20801613,26166376,2
50859563,42436885,2
34507229,1424470,12
34507229,714074,12
34507229,18196184,6
42283287,35640229,1
23083156,20929025,2
43490797,51303856,3
17728164,93446120,3
46297649,17928207,2
27551673,3149845,2
88654995,19500159,1
19500159,88654995,1
4106792,53238813,3
45319761,9384267,6
98315735,87123146,1
2097463,1099265,1
16563587,27729907,3
93446120,17728164,2
2046192,72283469,1
87479250,35270176,1
10469184,10642708,1
5839692,24195339,1
51688289,19816973,5
46386922,36891867,1
10270250,79527893,1
81253735,68032702,2
85558471,28061676,2
16316451,27729880,7
82194174,81102261,2
45319761,321278,1
70202506,36960321,1
70202506,7691631,219
33561494,26235440,2
20929025,44774566,1
26049807,3638964,1
3638964,26049807,1
36960321,7691631,2
20580498,40686014,1
70704345,10391073,1
5405905,930571,1
30100099,79365088,3
70097282,3659275,2
61886109,66643519,1
62257335,63273973,1
1605598,52855516,1
63819899,71393664,1
77943544,80425858,1
51649005,22821674,3
11545928,27193779,1
89745802,8463294,1
15467734,24195339,1
51730162,53238813,1
51400518,49971505,1
70202506,50709152,3
70202506,1812190,3
86787680,34739117,1
18717712,7873445,1
5772606,1125389,4
31492490,29137950,6
46891997,47076719,3
85746431,75404146,1
36891867,88288940,12
14095175,1099265,1
6968490,507775,1
10073640,10012207,1
26876372,858127,1
3618133,9252268,3
23928410,91500091,2
16539293,2046192,2
39006903,39003227,3
35210580,36817565,2
90307576,60374819,1
19141770,19141754,3
36891867,3342055,1
48181728,39487546,1
93573066,858127,1
77935913,78034562,1
28782747,858127,3
10045175,9325315,1
39840932,11171548,1
51478266,20580498,11
51327024,41766002,2
32181539,9120498,1
92716590,75404146,1
22841798,21160389,1
70342215,11730342,1
8556864,20884782,1
50904245,52588453,1
20171642,3038937,1
20929025,41881900,7
34739117,41829476,1
24991592,54980593,1
33013026,31936600,1
17812502,38829639,1
23930639,3786237,2
529502,1985358,1
23540628,18399519,1
66428618,20929025,1
2594116,44803175,2
1142976,2634628,1
61533876,20929025,1
61533876,68708009,1
78222559,68708009,1
27729926,23357588,1
44045057,77152546,1
10072638,658518,1
80430781,16563587,1
56533838,32887098,1
63173142,20929025,1
95206376,47093357,1
1385122,26876372,1
41199577,47824319,1
3934530,3149845,1
25450557,9384267,1
76894061,3342055,2
5274894,70314805,1
321278,36891867,1
39267372,45004704,2
43613404,20580498,2
33401957,3301400,3
70202506,27051771,7
70202506,31288958,3
38208684,27716248,1
37448451,43964563,1
45436749,11568417,1
60511445,931135,2
43897107,41571541,4
88418679,36891867,2
17273223,20369580,5
48600412,27549019,4
34927706,35552300,2
