Source,Target,Weight
12256376,42871488,1
7691631,31046054,10
46566822,2006302,2
12296490,10969551,1
10969551,12296490,1
1362490,11939484,1
48584284,65252,1
41139450,9384267,1
41366906,5150954,1
47877324,31492490,1
8966356,23096959,1
17838583,2203645,1
20054543,37661362,1
15355019,11167738,1
37144575,39487546,2
21388550,20922026,2
19939216,16384837,1
31404980,23096959,1
44931313,65252,3
2878641,20249391,1
44694442,25462659,1
5282596,1385122,3
28796010,20580498,1
17307763,10178188,6
20653934,20580498,3
41690099,41690044,2
206084,9214768,2
18533350,6093316,2
49598840,36960293,17
28986110,36354077,5
45704630,11589713,17
40916314,38275789,10
32247847,20929025,3
8905877,167174,2
11949423,12004006,1
36817565,35210580,30
28312955,12888993,5
19606628,41881900,1
2803877,7691631,1
16554739,44262636,1
2765899,321278,1
46973516,47132986,1
31046054,7691631,12
49070246,16554739,1
47179097,16554739,2
4864439,4869155,1
4869155,4864439,1
507775,34039690,2
18188537,7512484,2
46939,4164482,1
22669193,30030653,4
206084,1200050,1
18225913,19272315,1
1235740,654608,1
919161,30358412,6
30982112,34131646,1
23631776,34890311,1
24829371,2183193,2
9992805,7691631,3
25843990,5811958,1
36895421,33655535,3
33631352,33789738,1
7653178,35563024,3
8393,8514,2
44256956,12898486,3
41881900,41443539,10
45704630,45930333,5
11589713,45930333,1
206084,5191883,1
5191883,206084,1
46891997,27193779,1
34577126,34139070,1
1632980,1632976,1
23984796,32181539,1
41117523,6498492,1
6888841,28836678,1
35763219,11116372,1
11589713,3214406,1
24162061,19872239,1
23021810,24165519,1
35068524,34589406,1
35042996,40508605,1
2770074,23096959,1
65252,11980558,3
873328,3328572,1
29620400,33655535,1
29620400,38595170,1
33791453,23770421,2
36831081,11778024,4
26820798,27193779,1
11061773,31404632,3
7804910,33507463,3
31211061,23633237,1
46998252,13584262,1
20897561,8629417,1
45704630,44570556,1
5569059,11188838,1
41872319,27612781,7
478584,27193779,1
27511599,21088356,1
13384007,2081289,7
25527782,7691631,1
20929025,33742985,6
2228226,2510503,3
11061773,1272666,1
5694513,27193779,2
13111393,13111330,2
34885279,34546968,4
20580498,40686014,12
37144575,31670053,2
2889230,8514,2
31985425,24195339,7
13442719,14983621,1
13442719,14778775,1
843222,654608,2
19360616,31046054,3
1507818,35312458,1
1794012,488514,1
25273785,23116127,1
33653601,1385122,1
25357406,1390248,2
3038446,7786818,6
19872239,30941129,1
31272277,2573058,3
33653601,847885,1
12310030,6082996,2
2156455,46155527,3
44774566,41881900,2
41458519,20580498,8
38595170,29620400,1
45959593,27388642,1
20580498,7691631,27
36354077,28986110,3
658518,32897150,3
31492490,21347346,29
40013435,29028775,1
40013435,38934449,1
49029588,19360616,1
39374287,30921526,1
4738329,1272666,2
22841798,21160389,4
11801614,488514,1
41945291,31404980,2
43603757,18609918,4
22527161,1725199,1
41881900,44264925,6
41881900,47515815,3
4961126,108278,1
7833168,37862859,1
23096959,27483832,1
6670942,2410676,1
206084,3623050,1
38331796,321278,1
34072130,27388642,1
14778775,13442719,1
33190627,13442719,1
14778746,13442719,1
14983621,13442719,4
15308846,13442719,2
11667865,32104924,1
14951131,13442719,6
14860930,13442719,2
16702097,13442719,4
14419093,13442719,1
15334826,13442719,1
33670363,13442719,2
16412835,13442719,4
15582761,13442719,1
15799774,13442719,6
15081613,13442719,1
13442719,15334826,1
7972465,206084,1
20773773,23357588,6
21500952,23625002,1
10126908,9325315,11
10126908,13695735,2
37887675,37823327,4
5801666,1446467,1
15510254,15510233,2
108110,1368195,1
30388450,14812631,1
41826844,29558978,1
2233998,10522613,6
6093316,45632603,1
29417074,17148588,4
24560307,18609427,1
37834277,321278,1
1735985,501326,1
17254728,13712764,1
13111330,13111393,1
30296685,27441121,1
1998014,3573909,1
22309651,9384267,1
19390712,2006876,15
3016562,5710341,4
658518,34138622,1
18916316,1272666,2
40309258,4039952,1
30941129,23445209,2
23774298,33791453,5
16008423,6235174,6
3557653,2968000,3
481872,3638964,3
36960321,7691631,5
22080371,21954918,2
35310228,5532320,1
16416867,11778024,2
34421796,13454696,2
36674234,41881900,1
44746588,45593552,1
29675401,29137950,1
31492490,29675401,9
50565430,321278,1
34122335,7653178,1
4128353,3342055,1
12418999,23780325,1
45947467,47086576,2
36653430,14125254,1
20580498,20653934,6
20158338,3342055,1
48385917,41333842,2
5569080,4864439,1
3745077,206084,3
38779722,23096959,1
33689104,33277530,2
9403933,2556327,1
238972,959090,1
238972,447184,2
25312488,1090311,1
2481963,7653178,4
35562367,893522,1
29925961,481872,1
46802649,33767206,1
22887863,321278,1
10066825,31481403,3
26403221,33789738,1
348360,345739,1
18581904,488514,1
5731348,1385122,2
15208514,11980558,2
1385122,33653601,1
46675435,4591214,1
22737329,19927831,1
8514,1784628,1
32271212,48186311,1
19753224,238972,4
34294743,35176904,1
34869070,35176904,1
19753224,238986,1
6441855,14105478,1
8250591,184460,1
15045751,31046054,1
2661753,1200050,1
41492096,19325336,1
27576132,41458519,1
10522613,2233998,2
37038121,28283593,1
27612788,41872319,2
49998885,11221453,1
19205896,23096959,1
1801829,22767401,5
22148545,23627382,1
12756992,5108051,2
44110843,29099181,1
7430282,7792592,1
10453902,10097543,2
34129761,35176904,1
18371322,18224920,5
39148229,27576132,1
9759670,481872,1
32176657,13203894,2
20580498,26509369,4
8406709,1460385,1
37291353,12670444,1
6670942,24774658,3
29925961,12106931,1
18224920,18371322,2
1610564,42169806,1
47287892,6498492,1
40905424,34495913,1
34495913,40905424,2
45485565,6452529,2
19650204,11980558,1
25573868,7691631,1
17728164,22855240,1
35310228,33511861,1
48520784,23404839,2
44259451,41642019,1
44700172,38934449,2
7786818,3038446,2
4619701,321278,1
9090937,4137249,1
321278,19872239,1
18399889,3638964,1
38647802,26514771,2
22660201,22993377,2
20766594,11854950,2
48504165,3834332,1
39520630,34589406,1
41881900,42926209,4
37232193,11771697,1
11771697,37232193,1
9248984,1287796,1
16458672,2336578,1
16147933,49086513,1
42834507,33254196,1
27551774,9998516,1
9325315,10045175,13
2034023,27193779,1
26931359,7994556,5
9580819,28924109,11
8594752,7363211,3
26516210,1446467,1
3623050,14159669,1
3669065,12561500,2
46881155,893522,1
12164369,5811958,1
15045751,10247874,7
8629417,21831446,3
48276775,27193779,1
3459645,24474126,2
28283593,26516210,4
17728164,27576132,2
35573790,35310228,2
22737329,22737337,1
1039520,206084,1
31696383,7053637,5
27442967,33631352,1
20580498,22442668,4
11667865,2277989,1
38381661,41091798,1
447184,8514,1
714074,44773553,1
36754446,658518,1
1021040,488514,1
10755256,3214406,1
33655535,29620400,1
46716359,47132986,3
39469487,38764029,2
47133414,108278,1
29251742,867564,1
39923176,38126184,3
1301584,1460385,3
258750,4007018,1
23059575,7691631,5
2504560,1695405,3
34064510,33507463,1
34762920,5532320,1
16286131,8629417,8
5880912,3342055,1
40242646,11061773,1
4723248,1200050,1
21306961,23096959,1
43916263,11672345,1
31790386,36092584,2
11180687,23096959,4
43445823,41029840,2
14159669,3623050,1
7691631,10247874,4
1385122,28710753,2
28061901,2556327,2
2688907,3342055,1
44931313,35489567,2
1424470,381979,1
28283593,23096959,3
781028,9384267,1
42521702,1446474,1
45643706,38460192,1
597879,237159,1
321278,27193779,4
50565430,4989235,1
26509369,7691631,1
36960321,36960293,5
1512901,3573909,1
49098270,34138622,2
35054961,33507463,1
35068524,33277530,1
4246233,10851820,1
14981376,1181927,1
41333842,39809077,1
8629417,16286131,5
5532320,34885279,1
5532320,34294743,2
5532320,34129761,1
46445764,48335985,1
50258379,10187082,1
39856066,35395056,1
26181278,10062583,1
13695735,9325315,1
13454696,17307763,1
49086513,27193779,1
18342541,25268692,1
1362490,2410676,13
27292283,3623050,2
38531226,28612154,2
34084732,5532320,1
40686014,20580498,10
7586424,3757512,1
3629537,206084,1
3623050,27292283,1
29099181,59787605,1
9325315,5694513,1
33653601,33655535,3
7530570,18454064,12
44122405,45704630,1
1372780,1020639,1
27174833,28098592,1
33389183,28611747,1
28612154,6093316,1
16752620,23096959,1
46891997,9384267,1
27237693,33494287,1
24216135,27311720,1
42182894,16384837,2
167174,8514,1
167174,38843429,1
167174,23096959,1
33044331,29028775,2
13258039,390510,1
11550731,1276752,2
15208514,65252,1
19816973,51688289,40
52208748,10270250,2
17728164,33909634,1
4297273,321278,1
31267813,33401957,3
13234395,29629333,1
23357588,20773773,2
5433677,3319769,1
27605405,27601287,1
36680862,613742,1
20212761,4723248,1
38060773,35563024,4
27193779,321278,2
36021985,40905424,1
20929025,45036984,2
33197650,4989143,1
41890299,21233191,1
35866694,3214406,2
12256376,13220460,31
33816473,20415251,6
51344082,17528018,3
3631697,9998516,1
51710581,3604157,2
1610564,38829639,1
29268051,51299492,3
8959037,167174,4
15884459,13221727,2
107872,538746,1
27576132,39148229,2
15062869,29028775,1
20773773,1725199,2
460078,24195339,2
38625287,19325336,1
5636281,2430537,1
27494663,7691631,4
6235174,1446474,1
49904068,22442668,3
24612990,40905424,1
51764517,1390248,1
16458672,6804779,1
19550310,3342055,1
41881900,43156818,1
20300177,18845024,1
7691631,815644,1
7969634,36837280,1
28283593,21591001,4
20580498,23096959,5
14448779,2081289,3
47666817,42488903,1
43098215,33015583,1
20937154,21388550,1
24891661,32897150,1
10469184,21686950,2
2081289,1385122,1
27729926,1064563,6
32487306,206084,1
22887094,11639637,1
4708144,519832,4
4163899,519832,5
23357588,45717250,2
25461792,47179983,3
2651887,1996077,1
44639329,20580498,2
5160706,168370,1
34022262,33697675,1
11796974,10920202,3
6055900,1725199,3
47710641,36021985,2
9787757,17728164,2
30027650,40905424,1
7804910,30035812,1
19149794,22148545,1
40563188,7691631,2
44478604,13527761,1
6898394,19524397,2
29137950,31492490,2
26820798,40053602,1
11589713,7691631,2
5532320,7804910,8
658518,30892477,2
45936895,47824319,3
10171405,3769702,2
6248645,15884459,1
14562056,16029103,1
28221354,32935745,1
50011104,33744138,1
4989164,4989143,6
26142147,41930235,3
24250009,8514,2
40037231,45209191,1
40037231,45209229,1
2034023,14089735,1
45854411,44700172,2
206084,22887094,1
15073130,167174,2
23116127,25273785,2
7784091,19382615,1
16165969,1362490,1
45717250,20773773,7
34869070,34819734,1
34276372,34064510,1
34276372,35310228,1
34276372,30982112,1
50457080,50457727,3
3073296,4037197,1
48385296,48263782,2
26516210,28283593,8
816841,143580,1
28366058,7691631,8
48992650,34182998,2
19036577,34182998,1
16241224,29620400,2
20580498,9787757,3
22338518,26514771,2
36524868,37870289,2
34138622,33653601,11
1049095,5070149,1
11391151,41807855,1
4297273,1133930,1
2154595,2158534,1
10453902,8604178,2
22737333,34927706,7
27576132,27494663,1
1735239,16416867,2
18609427,24657889,2
446086,501127,1
501127,446086,2
22737333,22737337,6
1861458,1200050,1
30426019,11061773,1
22737329,21748344,1
29891188,11061773,4
10873724,206084,1
12646044,4297273,1
22737333,22737329,5
43718196,321278,4
21501000,21500952,11
35621932,10851820,1
3113269,32104924,1
13446739,24734972,1
1695405,2504560,5
50707328,46168853,1
45487210,4576305,1
7363211,321278,1
19483273,38843429,2
13619340,23774298,1
1385122,1385085,2
45717250,23357588,9
34885279,30035812,1
2938270,401025,1
24829371,34870728,4
3757512,9996255,2
40765298,40823322,1
41930235,26142147,2
20954246,47671127,1
42122684,18845024,7
20415251,15799524,1
1049095,2866041,3
13840241,45717250,1
128476,606956,1
5474834,2729788,2
34678084,6365343,3
45930333,45704630,6
1885237,1460385,1
39565196,39565139,1
1719690,27193779,1
28099785,13111393,1
40643447,32848140,1
8962829,13429048,1
6235174,16008423,12
48263782,51180780,1
46023705,24195339,1
47433356,22329177,1
32271212,19606299,1
49850682,49800398,3
19358771,19380542,2
19380542,19358771,1
35597922,9384267,1
41607866,18708438,1
9478219,30175039,2
1451352,27193779,2
17528018,51344082,6
1424470,4268140,4
3346602,4268140,1
3346602,1424470,3
321278,3604157,2
26172294,42169806,1
44264925,41881900,3
24195339,20929025,2
3604157,51710581,1
24612415,2729788,1
43722735,20929025,1
39801385,30030653,1
26628954,4385294,1
7763363,4385294,1
42828146,714074,1
42006308,31267813,1
29099181,44110843,2
37231620,50255455,1
39809077,45936717,1
39809077,46727145,1
17592572,42712762,4
5928690,11980558,1
33909634,7691631,2
36535156,45632603,1
17163720,34891719,1
27448635,29455960,2
34079386,14291040,1
45936717,39809077,1
46727145,39809077,1
41861768,41881900,2
38126184,39923176,4
39162633,206084,3
19483273,23357588,1
37993459,26316966,14
40470705,26316966,3
46973516,46716359,1
30921526,2562442,1
22737337,22737329,1
12332444,23096959,1
4979192,8514,1
7947370,2750721,1
20929025,41443539,1
44620036,20929025,1
34476912,34880993,2
23202451,16256144,1
308770,5130966,1
42201725,3149845,1
12550138,1446467,1
380961,10064545,1
869754,19994257,2
11796974,8962829,2
4723248,12169108,1
39161943,321278,1
48387359,40905424,1
15670215,143580,3
45319937,45722968,2
22002058,22002175,2
206084,39162633,1
16744626,2556327,1
16147933,18609427,4
12511640,3319769,1
47576910,44563779,1
16458672,11167738,1
13124802,23096959,2
5070149,2866041,3
7053637,24604008,2
40555844,40508605,1
39266291,38133364,1
33258973,20580498,1
11167738,15355019,1
50612192,50603846,2
14089735,48006145,1
390510,13258039,1
39487546,31670053,4
39877357,17728164,1
18993814,18993042,1
6248645,1460385,1
46802649,16008423,1
5150954,41366906,1
40709093,44370739,1
33835376,23096959,1
11432401,33480727,1
20789757,8514,2
2452788,6982635,1
24195339,34294743,1
31492490,20929025,1
10344201,2729788,1
30921526,31315021,1
19238853,11061773,3
44370739,45115104,2
108278,4046291,3
50903999,6498492,3
18280236,355893,1
8854513,4723248,1
12256376,14562056,118
2346936,3195124,2
39923176,36099221,4
23096959,27729907,1
41093724,24195339,1
36810120,919161,1
30197536,15452919,1
6248645,13221727,1
27442967,33789738,1
15884459,6248645,1
34927706,35552300,4
6235174,11407242,1
18225913,27452807,2
28945232,7512484,1
5787025,31404632,3
41180531,52308599,1
34079386,39520630,1
35489567,65252,2
49086513,16147933,1
51166214,14791963,2
24604008,31696383,1
28366058,27576132,1
27511599,23083156,1
10178188,17307763,1
2081289,14448779,5
7825571,23096959,2
48350919,32707901,1
33791453,23766683,1
23766683,23770421,2
15778059,11939484,2
44418103,29207621,1
48186311,32271212,3
50060429,20929025,1
31560300,65252,1
51001011,49662222,5
34139070,5532320,1
21347346,29137950,3
40431423,21243212,1
41881900,45036984,6
41443539,20929025,1
47155143,321278,1
40568608,20929025,1
34131646,34885279,1
34885279,34131646,1
8962829,19843509,4
16563587,23096959,4
6884038,6884031,2
27803399,41557420,1
50457727,50457080,4
31315021,30921526,2
33352201,20773773,1
24669372,4723248,1
51285855,2081289,2
28468993,2430537,1
14291040,11969507,2
1695405,1695406,3
49672551,40087271,1
11939484,15778059,1
15127744,12182834,1
2500088,1914329,1
33866783,7691631,1
50936112,16563587,2
50244359,46763528,1
44931313,15435,1
16678519,7691631,2
3678731,18840003,1
43068275,3678731,1
18511024,29268051,1
41930235,48452666,1
25483047,206084,1
106310,1962219,1
25865703,2081289,3
902016,247278,1
23831045,33789738,1
3313230,27763442,1
47922159,32969220,1
36883823,34262857,1
34262857,36883823,4
41881900,43916263,4
45704630,20580498,1
10851820,29455960,2
25315643,9384267,6
37722820,4095287,1
21317181,22376054,1
36021985,41180531,1
34819734,23168206,1
6780767,6670942,3
33902006,34819734,1
34819734,33902006,1
44639329,45704630,5
4106792,3629537,1
20473913,9615328,3
11778024,10041891,3
308770,8514,3
45589754,11778024,1
45393266,6498492,1
8042529,17303641,1
943149,39152400,4
40013435,2661753,1
308770,392785,2
43679920,20929025,2
51343152,17307763,1
22254856,21741891,1
38277541,1661758,1
38060773,7653178,2
27763442,3313230,1
29261473,19205896,2
31167560,640534,2
10975056,9325315,1
26514771,49976795,3
33791453,23774298,1
9996255,7586424,1
19358771,33197650,1
16554739,23096959,1
22855240,28366058,1
47132986,46716359,5
46881155,27193779,2
31670053,39487546,2
3319769,5433677,1
30035812,34885279,1
5263633,20929025,1
5894962,29036740,1
10697582,6498492,3
31842470,1217614,2
8604178,10453902,1
15452919,37201011,1
48237006,65252,1
3329923,25872469,1
19711806,19036577,1
33653601,36895421,3
17815177,6498492,1
3757512,27193779,1
1446474,1446467,1
33898786,33902006,1
37560269,6498492,1
10097543,8604178,2
21748344,46515609,2
20718813,34720631,7
46893164,16752620,2
8295531,3769702,1
13384052,50843402,3
1084114,16744626,1
10270250,24560307,1
35640229,44700172,5
40856387,40823322,1
37717474,27193779,2
3955647,35640229,1
20580498,40916314,1
52308599,41180531,1
47658996,12256376,1
31492490,35951404,11
49016322,24195339,1
16416867,42436885,5
15379098,17254728,1
32916096,3678731,1
32171747,4989164,1
32396114,20287787,1
47576910,11639637,1
5694513,781028,1
30292255,9306568,1
14507,8514,1
9640519,6899875,2
7691631,15045751,3
12483494,4916824,1
488514,614070,6
35951404,31492490,5
16256144,23202451,1
49686795,20580498,4
12317077,22442668,1
49662222,51001011,6
39275042,34762920,1
26142147,48452666,2
52308599,43040536,1
39595597,27483832,1
22844864,24998719,2
26506083,20378586,1
3459922,3459645,1
11851236,1064563,1
16563587,50936112,1
3510804,26142147,1
39485259,507123,1
26142147,3510804,1
14496393,9174469,1
15111821,7083242,1
8077957,7262203,4
23992530,31211061,2
2573058,31404632,2
321278,1272666,1
27377485,7221949,1
39157654,13446739,1
3720601,43480269,2
3016562,22767401,1
14791963,51166214,1
45687347,41690093,1
45687347,41690081,2
50849377,50565430,1
712530,948957,1
29891188,40053602,1
20785986,33653601,1
3745077,3623050,1
32247847,41881900,1
7431261,24612415,1
44905139,2334160,2
46528447,20115200,1
20115200,46528447,1
3449583,3449602,1
35951404,21347346,4
20490468,6498492,1
26509369,11225014,1
26509369,13512328,1
48007294,36900260,1
6280464,24959925,1
42169806,1610564,3
15830664,301742,3
32104924,1784628,1
4980033,4046291,1
41537958,5806776,1
16207704,3678731,1
11188838,5569059,1
32033179,11778024,1
21741891,27401779,2
29028775,24560307,1
46732121,44256956,1
37209736,37216914,29
2857373,29620400,1
40096018,38764029,1
3662176,6228403,2
27401779,21741891,1
33653601,658518,3
50390586,9384267,1
47174494,41881900,1
4766638,33489346,3
29036740,14448779,1
23570030,50631400,1
16286131,20552964,6
38420518,24560307,1
25872469,3329923,1
43156818,41881900,1
49908092,747698,4
747698,49908092,3
50729896,8962829,1
10706095,27193779,1
47890478,32654500,1
46659760,41881900,1
31771754,31772022,2
36092584,9037631,1
9568894,28949681,3
52355632,52355591,1
19117456,19872456,1
6898391,19524397,1
2132207,108278,1
17303641,4046291,1
17303641,108278,1
44700172,44773553,1
206084,43330318,1
54655535,6498492,1
41829476,16008423,5
10037542,13739356,7
37559299,943149,1
37559299,3293729,1
14712850,17089728,2
14712850,23096959,1
321278,3342055,1
3579088,596892,1
52695993,35057998,1
40823347,40765298,2
27782596,26509369,5
9615328,20473913,3
49303127,46450850,1
51573279,21591001,1
46116303,5532320,1
38942862,5550567,2
45864773,12310030,3
45864773,9992330,3
23774298,26712042,1
42341942,7910045,1
29675401,21347346,4
43330318,206084,1
26567881,11005977,1
45930333,11589713,10
33634359,46297649,1
8514,238972,1
24579238,9384267,2
858127,30892477,2
2791179,1182756,1
48990826,43495960,6
1314319,8514,1
1405338,990035,1
31492490,24195339,1
9606349,7653178,1
40096018,39469487,3
50623416,50603846,2
4989143,4989164,2
33653601,28710753,1
8042529,4137249,1
33653601,11391151,2
38267721,1661758,1
40962691,40087271,3
40087271,20785986,1
12898486,1446467,1
39923176,33148320,12
43167935,23627382,1
45704630,21641241,1
8138462,27193779,3
48808013,49800398,3
15655399,15654899,1
22442668,20653934,1
5532320,33507463,1
25312463,1090311,6
31211061,24609401,1
15042339,11167738,3
8202192,258750,2
39111193,20929025,1
37040512,27549019,3
6235174,18802640,5
21909749,22737333,2
8514,2651887,2
48808013,35312458,1
1090311,25312507,1
41652386,15778896,1
37201011,15452919,1
40527870,19785525,1
19785525,40527870,1
12072895,11551538,4
238972,13347640,3
36900260,21641241,1
380961,6093316,1
50361890,51001011,1
13446739,16214517,2
2095282,168370,1
1464380,27193779,1
27503425,50904245,7
8135462,40646712,2
43916263,41881900,1
5569059,27193779,1
41881900,46659760,1
44977157,23059575,1
41110800,847885,1
15042339,50849377,1
11921752,11924873,1
2750721,2890627,3
29028070,5550623,1
16563587,48004987,2
56125,8514,1
49670099,36316259,2
29455960,10851820,1
36087295,52305585,3
50904245,27503425,3
27782596,36900260,1
41585934,12670444,1
39236124,2003641,1
45947467,3678731,1
33202667,35968578,1
9306568,9201387,1
30840755,9325315,1
24474138,28283593,1
37526090,37372629,9
33015583,45717250,2
26726495,27051771,1
2003641,2006876,2
27549019,37040512,1
2691467,1094430,7
24790523,10851820,1
1090311,168370,2
42332151,24325875,1
1090311,25312463,2
3544424,1362490,2
15111821,13124802,5
24998719,31670053,1
48057979,46509189,1
49686795,53296807,3
22737329,21909749,1
22737329,46515609,1
22321368,24774658,1
50264464,3489194,1
858127,29273084,2
26820798,20929025,1
12357974,16865424,3
48626335,321278,1
18777006,10073640,1
44665264,43495960,1
49493513,43495960,8
43495960,48990826,1
14718267,206084,1
22442668,7691631,2
13049233,4025121,4
53138972,21641241,2
6838921,21306961,1
24296709,3678731,1
32848140,40643447,6
206084,10073359,1
16384837,44326653,1
346746,143580,1
47341961,41881900,4
17487671,5706983,2
15045751,19360616,3
19360616,15045751,1
31682410,14089735,1
40055286,11061773,1
12310030,9992330,8
22321368,5694513,1
28949681,9568894,2
41829476,53425214,3
41881900,41861768,3
33894612,27193779,1
1398323,269333,1
52355591,52355632,2
42875638,5710341,1
42283287,45793760,1
36099221,33148320,1
21748344,21909749,1
26443394,9517720,1
17374628,17374588,1
35015575,17432055,1
614070,168370,2
24609401,23992530,1
31262911,44059189,1
44059189,31262911,1
1194027,538746,1
41829476,10178188,1
10399553,10399273,1
34927706,22737333,3
38144492,9309093,1
47047829,1844251,1
48452666,26142147,1
43969113,32787174,2
41881900,45975112,1
36316259,49670099,1
20789757,24109199,2
37627792,5787025,1
37627792,31404632,1
7083242,23096959,2
2003641,19390712,1
6750871,26876372,5
52386107,12646044,1
914603,1314319,1
9214768,206084,8
45485565,38307428,1
28782747,13221727,2
25450557,9384267,1
42712762,37661362,5
12933501,30990737,10
51688289,19816973,5
53425214,41829476,2
6228378,6228403,3
20391209,3228110,1
35640229,3293729,1
9306568,45936895,1
6228403,6228378,3
5911225,167174,1
2165383,2081289,1
15730865,1446474,2
45036984,41881900,2
45793760,42283287,2
23096959,20580498,5
2452759,6982635,1
47258342,756967,1
47515815,41881900,1
47515815,44264925,1
17236639,26199498,1
16752620,9950667,1
44189799,45062555,1
33389183,6235174,1
4939243,1200050,1
1200050,4939243,1
3745077,4106792,1
36535156,24560307,1
990035,1405338,1
26509369,27782596,7
37489388,44250834,3
8514,96071,7
2866041,1049095,2
31788540,4576305,1
29028775,41359055,1
943149,37145035,1
27835638,10064545,1
39469487,40096018,3
47844713,13384052,1
27442967,23831045,1
41829476,6235174,5
23831045,27442967,1
39643904,21641241,1
46106551,23096959,1
47753508,46615207,1
843222,16587283,1
37870289,36524868,2
27835638,27931142,2
8707973,3944100,3
45793760,3678731,1
26316801,11180687,1
13203894,13446739,1
4084908,3745077,1
21641241,39643904,2
3443382,488514,2
34407976,5532320,1
35621932,29455960,2
20249391,6207167,2
21942491,20896532,1
11061773,12519245,1
24734972,13446739,1
44370687,47609714,1
1090311,507775,2
20343475,38843429,2
10957960,11061773,1
20580498,41458519,1
1217614,13341554,1
31702454,24195339,1
17960746,53168708,23
910744,108278,1
943149,37559299,4
44169545,53776559,2
24560307,18840003,1
2051226,1200050,1
20653934,9998516,1
20653934,7691631,1
37372629,37526090,6
41443539,41881900,1
5550567,16026402,2
49288313,41881900,1
15778059,2410676,1
9568894,37489525,1
18840003,15062869,1
35057998,52695993,9
32191748,1451352,1
28782747,858127,2
44264925,756967,1
24213380,20821223,1
34495913,43040536,1
30120110,26061231,1
1021040,614070,1
38460192,39965719,1
47824319,45936895,2
43385504,12256376,2
20021829,37589040,2
8962829,7693799,1
40646712,8135462,1
14125254,7691631,1
52748444,33457443,1
51139585,17901778,1
31481403,10066825,1
