Weight,Name
2,redux-autoform/redux-autoform
14,opencog/opencog
1,angular/dgeni
2,assetgraph/assetgraph-builder
2,rom-rb/rom
3,sinatra/rack-protection
3,gearvrf/GearVRf-Demos
1,drone/drone
5,esp8266/Arduino
1,lukehutch/fast-classpath-scanner
2,labrad/pylabrad
1,jfinkels/flask-restless
4,denzilferreira/aware-client
2,Microsoft/cordova-simulate
19,frappe/erpnext
14,snarfed/bridgy
5,rpm-software-management/dnf
14,ngageoint/hootenanny
9,pelias/api
11,ilastik/ilastik
4,senecajs/seneca-web
3,grommet/grommet
2,msr-consulting/exscalabar
12,astrocatalogs/astrocats
2,CodingZeal/react-boilerplate
1,OnroerendErfgoed/crabpy_pyramid
2,learningequality/ka-lite
3,xia2/xia2
6,brianc/node-postgres
6,boto/boto3
2,juju/juju
4,duniter/duniter
2,Juniper/py-junos-eznc
3,kardianos/govendor
2,lxde/qtermwidget
1,marcelklehr/socialcalc
6,pugjs/pug
1,theintern/intern
1,sigrennesmetropole/addon_urbanisme
2,revel/revel
2,AsgardCms/Media
1,jenkinsci/github-organization-folder-plugin
2,ActiveTriples/ActiveTriples
2,Microsoft/vsts-tasks
2,dmlc/xgboost
2,eregs/regulations-site
2,Kinto/kinto
3,django/channels
2,apache/incubator-fluo
1,wooorm/remark-lint
8,KhronosGroup/Vulkan-LoaderAndValidationLayers
1,PolymerElements/paper-tabs
1,conventional-changelog/conventional-github-releaser
3,onmodulus/modulus-cli
5,LaserWeb/LaserWeb3
6,informatics-isi-edu/chaise
1,mozilla/bleach
3,openstreetmap/openstreetmap-website
8,pixie16/PixieSuite2
3,NodeBB/NodeBB
5,LLK/scratch-blocks
1,mapnik/test-data-visual
2,lxc/lxd
2,osmlab/editor-layer-index
1,clahub/clahub
1,iron-io/ironcli
2,Katello/katello
1,vutran/dext-github-plugin
2,Zarel/Pokemon-Showdown
6,aurusov/raox
2,igarape/copcast-android
9,lxde/pcmanfm-qt
3,pagespeed/ngx_pagespeed
1,aaxelb/ember-share
2,OHDSI/Atlas
2,dropwizard/dropwizard
2,edouarda/brigand
1,mchristopher/PokemonGo-DesktopMap
3,basho-labs/riak-mesos-tools
13,aseba-community/aseba
4,vericred/vericred-ruby
2,measurement-kit/measurement-kit
17,chapmanb/bcbio-nextgen
2,battlemidget/juju-layer-ruby
1,18F/tock
2,PowerShell/xNetworking
1,StoryShop/app
1,nexusdev/dapple
1,microsoftgraph/android-java-snippets-sample
1,cuberite/users-manual
5,everypolitician/everypolitician-data
2,travis-ci/dpl
1,flamingo-geocms/flamingo
3,NeuroVault/NeuroVault
4,genome/civic-server
8,droolsjbpm/kie-wb-distributions
2,alphagov/govuk_crawler_worker
4,GoogleCloudPlatform/DataflowJavaSDK
1,qutip/qutip
2,mozilla/normandy-addon
110,arduino/Arduino
2,sandstorm-io/sandstorm
3,pulp/pulp_rpm
7,lxde/lxqt-panel
3,pingcap/pd
1,studiointeract/accounts-ui
5,ros-naoqi/pepper_robot
1,lmco/laikaboss
2,code-dot-org/code-dot-org
6,svgstore/broccoli-svgstore
2,chaijs/chai
7,aws/aws-sdk-java
6,jenkinsci/blueocean-plugin
100,berkeley-cocosci/Wallace
1,noflo/noflo-ui
4,frictionlessdata/specs
1,paulirwin/availity-workflow
2,artefactual/archivematica
3,bvaughn/react-virtualized
2,zeit/micro-cli
1,emenlu/website
1,codecentric/spring-boot-admin
10,cmangos/mangos-tbc
3,webiwg/w3c-tr-i18n-html-tech-lang
5,Trax-air/swagger-tester
5,globusonline/globus-cli
7,getlantern/lantern
4,postcss/postcss
3,kategengler/ember-cli-code-coverage
1,lovell/sharp
1,jeffshaver/safe-framework
3,OCA/connector
1,solidusio/solidus_multi_domain
1,GoogleCloudPlatform/jetty-runtime
2,davidalger/capistrano-magento2
1,goulu/pdfminer
2,mbostock/shapefile
2,jenkinsci/docker-workflow-plugin
5,ArduPilot/ardupilot
13,streamlink/streamlink-twitch-gui
1,dc-js/dc.js
3,StarcounterSamples/Products
3,reactor/reactor-core
2,Chisel-Team/Chisel
2,snapcore/snapd
3,Valloric/YouCompleteMe
1,codalab/codalab-worksheets
4,fastlane/fastlane
2,bluescarni/piranha
2,inveniosoftware/invenio-assets
25,bigchaindb/bigchaindb-common
5,ufz/ogs
2,perfsonar/pscheduler
2,strongloop/loopback-workspace
3,asciidoctor/asciidoctor.js
5,getnikola/plugins
7,servo/saltfs
2,nlohmann/json
6,ualbertalib/HydraNorth
19,spring-cloud/spring-cloud-stream
8,getgauge/gauge
2,thgreasi/localForage-cordovaSQLiteDriver
2,shapesecurity/shift-fuzzer-js
67,sheimi/SGit
9,open-power-host-os/builds
2,openscad/openscad
1,locationtech/geogig
1,vaadin/vaadin-core-elements
3,LSSTDESC/imSim
2,uken/fluent-plugin-elasticsearch
2,nltk/nltk
13,KleeGroup/focus-components
10,topojson/topojson
2,alexa-pi/AlexaPi
1,arkal/Transgene
1,bitovi/syn
7,rhempel/ev3dev-lang-python
1,aurelia/validation
1,prestodb/tempto
1,keycloak/server_admin_guide
3,owncloud/tasks
2,posthtml/posthtml
1,dcdillon/RcppHoney
2,azerothcore/azerothcore-wotlk
3,mailvelope/mailvelope
2,openstf/STFService.apk
3,fkanehiro/hrpsys-base
1,whatwg/streams
1,commitizen/cz-cli
5,losalamos/flecsi
2,dcos/dcos
3,cpp-netlib/cpp-netlib
2,robotology/yarp
7,FreeCodeCamp/FreeCodeCamp
1,osgi/osgi.enroute.bundles
3,PowerDNS/pdns
1,watson-developer-cloud/java-sdk
2,taskcluster/taskcluster-pulse
1,ethul/purs-loader
3,vaadin/framework
1,wesm/feather
3,IQSS/geoconnect
2,Mic92/mina-sidekiq
1,MongoEngine/mongoengine
1,StackStorm/st2contrib
1,jrowen/rhandsontable
2,ULL-ESIT-SYTW-1617/presentaciones-todos
2,cocos2d/cocos2d-x
1,feathersjs/feathers-hooks-common
4,PolymerElements/neon-animation
22,n8rzz/atc
9,fgpv-vpgf/fgpv-vpgf
7,hexojs/hexo
3,apiaryio/drafter
1,buttercup-pw/buttercup-core
1,lballabio/QuantLib
1,aml-development/ozp-center
1,hoburg/d8
16,Esri/military-tools-webappbuilder
3,rapid7/rex-exploitation
1,nergantre/nightgamesmod
1,zhukov/webogram
2,ckeditor/ckeditor5-ui-default
1,exercism/xjavascript
1,san650/ember-web-app
4,18F/cg-dashboard
1,valhalla/tools
8,gogits/gogs
2,kontalk/androidclient
5,takluyver/pynsist
1,mathiasertl/fabric
1,divio/djangocms-link
2,balderdashy/sails
1,net-ssh/net-ssh
1,neo4j/neo4j-browser
1,mantidproject/thirdparty-msvc2015
8,DevExpress/testcafe
1,csstime/csstime-gulp-tasks
10,minetest/minetest
