Weight,Name
2,crypto-browserify/crypto-browserify
1,rails-api/active_model_serializers
1,dbcli/mycli
1,LSSTDESC/imSim
1,CellProfiler/CellProfiler-plugins
5,lbryio/lbry-app
10,alphagov/manuals-publisher
2,pyupio/changelogs
1,clintbellanger/flare-game
2,nextcloud/twofactor_totp
2,18F/atf-eregs
5,bhdresh/CVE-2017-0199
2,pothosware/PothosCore
3,rpm-software-management/dnf-plugins-extras
2,F5Networks/f5-openstack-lbaasv2-driver
2,Picolab/pico-engine
1,cocos2d/cocos2d-x
5,frictionlessdata/tableschema-py
1,buildkite/frontend
2,triplea-game/triplea
5,duniter/duniter
3,BlueBrain/Monsteer
2,oss-gate/workshop
3,javaee/glassfish
9,psi4/psi4
2,html-next/vertical-collection
5,RADAR-CNS/radar-commons
1,yohanboniface/falcon-multipart
1,wso2/product-iots
3,Transkribus/TWI-dashboard
1,kvhnuke/etherwallet
9,cucumber/cucumber-js
20,ros2/rmw_fastrtps
9,airblade/paper_trail
7,NYPL-Simplified/server_core
2,3Blades/react-frontend
1,azavea/mos-energy-benchmark
1,oaeproject/Hilary
1,dadi/publish
9,rstudio/keras
2,dolphin-emu/dolphin
53,concourse/fly
3,omniauth/omniauth
1,qiime2/qiime2
20,KHP-Informatics/cogstack
4,DMPRoadmap/roadmap
2,w3c/scribejs
1,openaddresses/openaddresses
1,acysos/l10n-spain
2,arve0/codeclub_lesson_builder
3,linuxmint/Cinnamon
5,alphagov/notifications-api
4,chef-cookbooks/chef_client_updater
2,ckeditor/ckeditor-releases
5,openlayers/ol3
2,westnordost/StreetComplete
1,PowerShell/xStorage
1,micromdm/micromdm
3,spesmilo/electrum
1,RippleOSI/Ripple-Qewd
18,LibCrowds/libcrowds-bs4-pybossa-theme
7,xtuple/qt-client
1,boostorg/config
6,cznic/sqlite
1,GoogleCloudPlatform/appengine-plugins-core
3,ros2/rcutils
1,techninja/cncserver
1,timothycrosley/isort
2,JanJoris/oh-my-posh
1,chentsulin/electron-react-boilerplate
2,jlmakes/scrollreveal
3,foundersandcoders/master-reference
3,metarhia/jstp
1,oney/react-native-webrtc
